sentence_1,sentence_2,similarity,split
கூடைப்பந்தாட்ட வீரர்கள் ஆக்ரோசத்துடன் எதிரணி வீரர்களை எதிர்த்து பந்தைக் கூடைக்குள் வீழ்த்த முயற்சிக்கின்றனர்.,கூடைப்பந்தாட்ட போட்டியில் போட்டியாளர்கள் கூடையில் பந்தை போட முயற்சி செய்கின்றனர்,3.0,test
ஒரு அணி பந்தை கூண்டில் போட முயற்சிக்க மறு அணி அதை தடுக்கின்றது.,கூடைப்பந்தாட்ட போட்டியில் போட்டியாளர்கள் கூடையில் பந்தை போட முயற்சி செய்கின்றனர்,3.35,train
கராத்தே வீரர் வரிசையாக அடுக்கப்பட்டுள்ள ஜஸ்கட்டிகளை காலால் உதைத்து தகர்க்கின்றார்.,வீரர் கராத்தையில் சாகசம் செய்கிறார்,2.0,test
கராத்தே வீரர் வரிசையாக அடுக்கப்பட்டுள்ள ஜஸ்கட்டிகளை காலால் உதைத்து தகர்க்கின்றார்.,பாரிய குளிர்கட்டியொன்றை வீரரொருவர் காலால் உடைக்கின்றார்.,3.0,train
கராத்தே வீரர் வரிசையாக அடுக்கப்பட்டுள்ள ஜஸ்கட்டிகளை காலால் உதைத்து தகர்க்கின்றார்.,பலவான் ஒரு அடியில் பொருள்களை உடைக்கிறார்.,1.65,test
கராத்தே வீரர் வரிசையாக அடுக்கப்பட்டுள்ள ஜஸ்கட்டிகளை காலால் உதைத்து தகர்க்கின்றார்.,ஒருவர் ஐஸ் கட்டியை காலால் உடைக்கின்றார்,2.35,test
வீரர் கராத்தையில் சாகசம் செய்கிறார்,பாரிய குளிர்கட்டியொன்றை வீரரொருவர் காலால் உடைக்கின்றார்.,1.0,test
வீரர் கராத்தையில் சாகசம் செய்கிறார்,பலவான் ஒரு அடியில் பொருள்களை உடைக்கிறார்.,0.0,train
வீரர் கராத்தையில் சாகசம் செய்கிறார்,ஒருவர் ஐஸ் கட்டியை காலால் உடைக்கின்றார்,0.0,train
பாரிய குளிர்கட்டியொன்றை வீரரொருவர் காலால் உடைக்கின்றார்.,பலவான் ஒரு அடியில் பொருள்களை உடைக்கிறார்.,1.35,train
பாரிய குளிர்கட்டியொன்றை வீரரொருவர் காலால் உடைக்கின்றார்.,ஒருவர் ஐஸ் கட்டியை காலால் உடைக்கின்றார்,3.35,train
பலவான் ஒரு அடியில் பொருள்களை உடைக்கிறார்.,ஒருவர் ஐஸ் கட்டியை காலால் உடைக்கின்றார்,1.0,test
ஓட்டப்பந்தயக்கார்கள் இரண்டு விபத்துக்குள்ளாகியுள்ளன.,போட்டியின்போது விபத்து நடந்துள்ளது,3.0,test
ஓட்டப்பந்தயக்கார்கள் இரண்டு விபத்துக்குள்ளாகியுள்ளன.,காரோட்டப்பந்தயமொன்றில் வீரரொருவர் வீழ்கின்றார்.,2.0,train
ஓட்டப்பந்தயக்கார்கள் இரண்டு விபத்துக்குள்ளாகியுள்ளன.,விளையாட்டு வீரர்கள் விளையாட்டில் மும்முரமாக ஈடுபட்டுள்ளனர்.,0.0,train
ஓட்டப்பந்தயக்கார்கள் இரண்டு விபத்துக்குள்ளாகியுள்ளன.,கார் பந்தயத்தில் ஒரு போட்டியாளர் கீழே விழுகிறார்,2.0,train
போட்டியின்போது விபத்து நடந்துள்ளது,காரோட்டப்பந்தயமொன்றில் வீரரொருவர் வீழ்கின்றார்.,1.35,test
போட்டியின்போது விபத்து நடந்துள்ளது,விளையாட்டு வீரர்கள் விளையாட்டில் மும்முரமாக ஈடுபட்டுள்ளனர்.,0.0,train
போட்டியின்போது விபத்து நடந்துள்ளது,கார் பந்தயத்தில் ஒரு போட்டியாளர் கீழே விழுகிறார்,1.0,train
காரோட்டப்பந்தயமொன்றில் வீரரொருவர் வீழ்கின்றார்.,விளையாட்டு வீரர்கள் விளையாட்டில் மும்முரமாக ஈடுபட்டுள்ளனர்.,0.0,train
காரோட்டப்பந்தயமொன்றில் வீரரொருவர் வீழ்கின்றார்.,கார் பந்தயத்தில் ஒரு போட்டியாளர் கீழே விழுகிறார்,5.0,train
விளையாட்டு வீரர்கள் விளையாட்டில் மும்முரமாக ஈடுபட்டுள்ளனர்.,கார் பந்தயத்தில் ஒரு போட்டியாளர் கீழே விழுகிறார்,0.0,train
பனிச்சறுக்கு வீரரொருவர் பனிச்சறுக்கில் ஈடுபடுகின்றார்.,பனிச்சறுக்கலில் வீரர் சாகசம் செய்கிறார்,4.0,train
பனிச்சறுக்கு வீரரொருவர் பனிச்சறுக்கில் ஈடுபடுகின்றார்.,ஒருவர் பனிமலையில் சறுக்குகின்றார்.,3.35,test
பனிச்சறுக்கு வீரரொருவர் பனிச்சறுக்கில் ஈடுபடுகின்றார்.,பனி சறுக்கல் வீரர் பறந்து சாகசம் காட்டுகின்றார்.,2.35,train
பனிச்சறுக்கு வீரரொருவர் பனிச்சறுக்கில் ஈடுபடுகின்றார்.,பனி மலையில் சறுக்கியவண்ணம் ஒருவர் செல்கிறார்,4.35,test
பனிச்சறுக்கலில் வீரர் சாகசம் செய்கிறார்,ஒருவர் பனிமலையில் சறுக்குகின்றார்.,3.0,train
பனிச்சறுக்கலில் வீரர் சாகசம் செய்கிறார்,பனி சறுக்கல் வீரர் பறந்து சாகசம் காட்டுகின்றார்.,3.0,train
பனிச்சறுக்கலில் வீரர் சாகசம் செய்கிறார்,பனி மலையில் சறுக்கியவண்ணம் ஒருவர் செல்கிறார்,2.65,train
ஒருவர் பனிமலையில் சறுக்குகின்றார்.,பனி சறுக்கல் வீரர் பறந்து சாகசம் காட்டுகின்றார்.,2.65,test
ஒருவர் பனிமலையில் சறுக்குகின்றார்.,பனி மலையில் சறுக்கியவண்ணம் ஒருவர் செல்கிறார்,5.0,test
பனி சறுக்கல் வீரர் பறந்து சாகசம் காட்டுகின்றார்.,பனி மலையில் சறுக்கியவண்ணம் ஒருவர் செல்கிறார்,2.65,train
ஒருவர் மலையில் ஏறிக்கொண்டிருக்கின்றார்.,வீரர் ஒருவர் மலையில் ஏறுகின்றார்,5.0,test
ஒருவர் மலையில் ஏறிக்கொண்டிருக்கின்றார்.,ஒருவர் கயிற்றினைப்பிடித்தவாறு மலை ஏறுகின்றார்.,4.0,test
ஒருவர் மலையில் ஏறிக்கொண்டிருக்கின்றார்.,நபர் ஒருவர் உடலில் கயிறு கட்டி செங்குத்தான மலையில் ஏறுகின்றார்.,3.0,train
ஒருவர் மலையில் ஏறிக்கொண்டிருக்கின்றார்.,ஒருவர் கயிற்றை பிடித்தவண்ணம் மலையில் ஏறுகிறார்,4.0,test
வீரர் ஒருவர் மலையில் ஏறுகின்றார்,ஒருவர் கயிற்றினைப்பிடித்தவாறு மலை ஏறுகின்றார்.,4.0,test
வீரர் ஒருவர் மலையில் ஏறுகின்றார்,நபர் ஒருவர் உடலில் கயிறு கட்டி செங்குத்தான மலையில் ஏறுகின்றார்.,1.0,test
வீரர் ஒருவர் மலையில் ஏறுகின்றார்,ஒருவர் கயிற்றை பிடித்தவண்ணம் மலையில் ஏறுகிறார்,3.0,train
ஒருவர் கயிற்றினைப்பிடித்தவாறு மலை ஏறுகின்றார்.,நபர் ஒருவர் உடலில் கயிறு கட்டி செங்குத்தான மலையில் ஏறுகின்றார்.,5.0,test
ஒருவர் கயிற்றினைப்பிடித்தவாறு மலை ஏறுகின்றார்.,ஒருவர் கயிற்றை பிடித்தவண்ணம் மலையில் ஏறுகிறார்,5.0,train
நபர் ஒருவர் உடலில் கயிறு கட்டி செங்குத்தான மலையில் ஏறுகின்றார்.,ஒருவர் கயிற்றை பிடித்தவண்ணம் மலையில் ஏறுகிறார்,1.0,test
பூப்பந்தாட்ட வீராங்கனை ஒருவர் பூப்பந்தை அடிக்க முயலுகின்றார்.,வீரங்கனை விம்பிள்டன் விளையாடுகின்றார்,1.65,train
பூப்பந்தாட்ட வீராங்கனை ஒருவர் பூப்பந்தை அடிக்க முயலுகின்றார்.,பூப்பந்தாட்ட வீராங்கனை பந்தை அடிக்க எத்தனிக்கின்றார்.,3.65,test
பூப்பந்தாட்ட வீராங்கனை ஒருவர் பூப்பந்தை அடிக்க முயலுகின்றார்.,டென்னிஸ் வீராங்கனை பந்தை அடிக்க துடுப்பை ஓங்குகின்றார்.,2.35,test
பூப்பந்தாட்ட வீராங்கனை ஒருவர் பூப்பந்தை அடிக்க முயலுகின்றார்.,ஒரு வீராங்கனை பூ பந்தாட்ட போட்டியில் பூ பந்தை அடிக்க முயற்சிக்கின்றார்,2.65,train
வீரங்கனை விம்பிள்டன் விளையாடுகின்றார்,பூப்பந்தாட்ட வீராங்கனை பந்தை அடிக்க எத்தனிக்கின்றார்.,0.35,train
வீரங்கனை விம்பிள்டன் விளையாடுகின்றார்,டென்னிஸ் வீராங்கனை பந்தை அடிக்க துடுப்பை ஓங்குகின்றார்.,0.0,test
வீரங்கனை விம்பிள்டன் விளையாடுகின்றார்,ஒரு வீராங்கனை பூ பந்தாட்ட போட்டியில் பூ பந்தை அடிக்க முயற்சிக்கின்றார்,0.65,train
பூப்பந்தாட்ட வீராங்கனை பந்தை அடிக்க எத்தனிக்கின்றார்.,டென்னிஸ் வீராங்கனை பந்தை அடிக்க துடுப்பை ஓங்குகின்றார்.,3.65,test
பூப்பந்தாட்ட வீராங்கனை பந்தை அடிக்க எத்தனிக்கின்றார்.,ஒரு வீராங்கனை பூ பந்தாட்ட போட்டியில் பூ பந்தை அடிக்க முயற்சிக்கின்றார்,3.0,train
டென்னிஸ் வீராங்கனை பந்தை அடிக்க துடுப்பை ஓங்குகின்றார்.,ஒரு வீராங்கனை பூ பந்தாட்ட போட்டியில் பூ பந்தை அடிக்க முயற்சிக்கின்றார்,1.35,test
யுவதியொருவர் கடற்கரையில் அலைகளினூடு பாய்ந்தோடுகின்றார்.,ஒரு பெண் நீரின் மேலாக பாய்கின்றாள்,3.0,test
யுவதியொருவர் கடற்கரையில் அலைகளினூடு பாய்ந்தோடுகின்றார்.,பெண்ணொருத்தி நீரைத்தாண்டிப் பாய்கின்றாள்.,3.35,test
யுவதியொருவர் கடற்கரையில் அலைகளினூடு பாய்ந்தோடுகின்றார்.,பெண்மணி ஒருவர் நீர்நிலை ஒன்றை பாய்ந்து தாண்டுகின்றார்.,3.0,test
யுவதியொருவர் கடற்கரையில் அலைகளினூடு பாய்ந்தோடுகின்றார்.,ஒரு பெண் தண்ணீரை தாண்டி பாய்கின்றார்,3.0,train
ஒரு பெண் நீரின் மேலாக பாய்கின்றாள்,பெண்ணொருத்தி நீரைத்தாண்டிப் பாய்கின்றாள்.,1.35,train
ஒரு பெண் நீரின் மேலாக பாய்கின்றாள்,பெண்மணி ஒருவர் நீர்நிலை ஒன்றை பாய்ந்து தாண்டுகின்றார்.,2.35,train
ஒரு பெண் நீரின் மேலாக பாய்கின்றாள்,ஒரு பெண் தண்ணீரை தாண்டி பாய்கின்றார்,3.35,test
பெண்ணொருத்தி நீரைத்தாண்டிப் பாய்கின்றாள்.,பெண்மணி ஒருவர் நீர்நிலை ஒன்றை பாய்ந்து தாண்டுகின்றார்.,4.35,train
பெண்ணொருத்தி நீரைத்தாண்டிப் பாய்கின்றாள்.,ஒரு பெண் தண்ணீரை தாண்டி பாய்கின்றார்,3.0,test
பெண்மணி ஒருவர் நீர்நிலை ஒன்றை பாய்ந்து தாண்டுகின்றார்.,ஒரு பெண் தண்ணீரை தாண்டி பாய்கின்றார்,4.65,test
நான்கு சிறுவர்கள் கூடைப்பந்தாட்ட விளையாட்டில் ஈடுபடுகின்றனர்.,கூடைப்பந்தாட்டத்தில் பிள்ளைகள் ஈடுபடுகின்றனர்,4.35,test
நான்கு சிறுவர்கள் கூடைப்பந்தாட்ட விளையாட்டில் ஈடுபடுகின்றனர்.,சிறுவர்கள் மகிழ்வாக கூடைப்பந்து விளையாடுகின்றனர்.,4.35,test
நான்கு சிறுவர்கள் கூடைப்பந்தாட்ட விளையாட்டில் ஈடுபடுகின்றனர்.,சிறுவர்கள் பந்தை கூடையில் போடா மும்முரமாக போராடுகின்றனர்.,3.0,train
நான்கு சிறுவர்கள் கூடைப்பந்தாட்ட விளையாட்டில் ஈடுபடுகின்றனர்.,சிறுவர்கள் கூடையில் பந்தை போட முயற்சிக்கின்றனர்,4.65,test
கூடைப்பந்தாட்டத்தில் பிள்ளைகள் ஈடுபடுகின்றனர்,சிறுவர்கள் மகிழ்வாக கூடைப்பந்து விளையாடுகின்றனர்.,2.0,train
கூடைப்பந்தாட்டத்தில் பிள்ளைகள் ஈடுபடுகின்றனர்,சிறுவர்கள் பந்தை கூடையில் போடா மும்முரமாக போராடுகின்றனர்.,3.65,train
கூடைப்பந்தாட்டத்தில் பிள்ளைகள் ஈடுபடுகின்றனர்,சிறுவர்கள் கூடையில் பந்தை போட முயற்சிக்கின்றனர்,2.35,test
சிறுவர்கள் மகிழ்வாக கூடைப்பந்து விளையாடுகின்றனர்.,சிறுவர்கள் பந்தை கூடையில் போடா மும்முரமாக போராடுகின்றனர்.,4.0,test
சிறுவர்கள் மகிழ்வாக கூடைப்பந்து விளையாடுகின்றனர்.,சிறுவர்கள் கூடையில் பந்தை போட முயற்சிக்கின்றனர்,1.65,test
சிறுவர்கள் பந்தை கூடையில் போடா மும்முரமாக போராடுகின்றனர்.,சிறுவர்கள் கூடையில் பந்தை போட முயற்சிக்கின்றனர்,1.35,train
கூடைப்பந்தாட்ட விளையாட்டில் ஒருவர் பந்தை அடிக்க முயல மற்றொருவர் அதனை தடுக்கின்றார்.,வலைப்பந்தில் வீரங்கனைகள் ஈடுபடுகின்றனர்,1.35,train
கூடைப்பந்தாட்ட விளையாட்டில் ஒருவர் பந்தை அடிக்க முயல மற்றொருவர் அதனை தடுக்கின்றார்.,கூடைப்பந்தாட்ட வீராங்கனை பந்தை தடுக்க முயற்சிக்கின்றார்.,0.0,train
கூடைப்பந்தாட்ட விளையாட்டில் ஒருவர் பந்தை அடிக்க முயல மற்றொருவர் அதனை தடுக்கின்றார்.,விளையாட்டின் இரு வீரர்கள் மோதுண்டனர்.,0.65,train
கூடைப்பந்தாட்ட விளையாட்டில் ஒருவர் பந்தை அடிக்க முயல மற்றொருவர் அதனை தடுக்கின்றார்.,வீராங்கனைகள் போட்டியில் பந்தை பிடிக்க முயற்சிசெய்கின்றனர்,0.0,train
வலைப்பந்தில் வீரங்கனைகள் ஈடுபடுகின்றனர்,கூடைப்பந்தாட்ட வீராங்கனை பந்தை தடுக்க முயற்சிக்கின்றார்.,1.35,test
வலைப்பந்தில் வீரங்கனைகள் ஈடுபடுகின்றனர்,விளையாட்டின் இரு வீரர்கள் மோதுண்டனர்.,0.0,test
வலைப்பந்தில் வீரங்கனைகள் ஈடுபடுகின்றனர்,வீராங்கனைகள் போட்டியில் பந்தை பிடிக்க முயற்சிசெய்கின்றனர்,4.0,test
கூடைப்பந்தாட்ட வீராங்கனை பந்தை தடுக்க முயற்சிக்கின்றார்.,விளையாட்டின் இரு வீரர்கள் மோதுண்டனர்.,2.0,test
கூடைப்பந்தாட்ட வீராங்கனை பந்தை தடுக்க முயற்சிக்கின்றார்.,வீராங்கனைகள் போட்டியில் பந்தை பிடிக்க முயற்சிசெய்கின்றனர்,2.35,train
விளையாட்டின் இரு வீரர்கள் மோதுண்டனர்.,வீராங்கனைகள் போட்டியில் பந்தை பிடிக்க முயற்சிசெய்கின்றனர்,2.35,test
ஒருவர் கிற்றார் இசைக்கருவியை இசைக்கின்றார்.,ஒருவர் இசைக்கருவியை மீட்டுகிறார்,1.35,test
ஒருவர் கிற்றார் இசைக்கருவியை இசைக்கின்றார்.,பாடகர் கித்தாரை இசைத்தவாறு பாடுகின்றார்.,3.0,train
ஒருவர் கிற்றார் இசைக்கருவியை இசைக்கின்றார்.,கலைஞன் தனது இசையால் எல்லோரையும் மகிழ்விக்கின்றார்.,1.65,test
ஒருவர் கிற்றார் இசைக்கருவியை இசைக்கின்றார்.,ஒருவர் கிட்டார் வாசித்த வண்ணம் உள்ளார்,3.35,test
ஒருவர் இசைக்கருவியை மீட்டுகிறார்,பாடகர் கித்தாரை இசைத்தவாறு பாடுகின்றார்.,0.65,test
ஒருவர் இசைக்கருவியை மீட்டுகிறார்,கலைஞன் தனது இசையால் எல்லோரையும் மகிழ்விக்கின்றார்.,0.65,train
ஒருவர் இசைக்கருவியை மீட்டுகிறார்,ஒருவர் கிட்டார் வாசித்த வண்ணம் உள்ளார்,2.0,test
பாடகர் கித்தாரை இசைத்தவாறு பாடுகின்றார்.,கலைஞன் தனது இசையால் எல்லோரையும் மகிழ்விக்கின்றார்.,3.35,train
பாடகர் கித்தாரை இசைத்தவாறு பாடுகின்றார்.,ஒருவர் கிட்டார் வாசித்த வண்ணம் உள்ளார்,3.65,test
கலைஞன் தனது இசையால் எல்லோரையும் மகிழ்விக்கின்றார்.,ஒருவர் கிட்டார் வாசித்த வண்ணம் உள்ளார்,4.65,test
கால்ப்பந்தாட்டத்தில் வீரரொருவர் பந்தை அடிக்கின்றார்.,கால்ப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,2.35,test
கால்ப்பந்தாட்டத்தில் வீரரொருவர் பந்தை அடிக்கின்றார்.,விளையாட்டு வீரர்கள் காற்பந்து விளையாடுகின்றனர்.,2.35,train
கால்ப்பந்தாட்டத்தில் வீரரொருவர் பந்தை அடிக்கின்றார்.,கால்பந்து வீரர்கள் பந்தை ஒருவரிடம் இருந்து ஒருவர் பறிக்க நினைக்கின்றனர்.,2.0,train
கால்ப்பந்தாட்டத்தில் வீரரொருவர் பந்தை அடிக்கின்றார்.,உதைபந்தாடட போட்டியில் பந்தை பிடிக்க போட்டியாளர்கள் முயற்சிசெய்கின்றனர்,2.0,test
கால்ப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,விளையாட்டு வீரர்கள் காற்பந்து விளையாடுகின்றனர்.,5.0,test
கால்ப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,கால்பந்து வீரர்கள் பந்தை ஒருவரிடம் இருந்து ஒருவர் பறிக்க நினைக்கின்றனர்.,2.0,test
கால்ப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,உதைபந்தாடட போட்டியில் பந்தை பிடிக்க போட்டியாளர்கள் முயற்சிசெய்கின்றனர்,2.0,test
விளையாட்டு வீரர்கள் காற்பந்து விளையாடுகின்றனர்.,கால்பந்து வீரர்கள் பந்தை ஒருவரிடம் இருந்து ஒருவர் பறிக்க நினைக்கின்றனர்.,2.0,test
விளையாட்டு வீரர்கள் காற்பந்து விளையாடுகின்றனர்.,உதைபந்தாடட போட்டியில் பந்தை பிடிக்க போட்டியாளர்கள் முயற்சிசெய்கின்றனர்,2.65,train
கால்பந்து வீரர்கள் பந்தை ஒருவரிடம் இருந்து ஒருவர் பறிக்க நினைக்கின்றனர்.,உதைபந்தாடட போட்டியில் பந்தை பிடிக்க போட்டியாளர்கள் முயற்சிசெய்கின்றனர்,2.35,train
ஓட்டப்பந்தயக்கார் ஒன்று அதிவேகமாக செல்கின்றது,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,1.65,test
ஓட்டப்பந்தயக்கார் ஒன்று அதிவேகமாக செல்கின்றது,ஓட்டப்பந்தய காரொன்று வளைவொன்றில் செல்கின்றது.,2.0,train
ஓட்டப்பந்தயக்கார் ஒன்று அதிவேகமாக செல்கின்றது,கார் பந்தயத்தில் கார் சிறிய வளைவில் வேகமாக திரும்புகின்றது.,1.65,train
ஓட்டப்பந்தயக்கார் ஒன்று அதிவேகமாக செல்கின்றது,கார் ஓட்டப்பந்தயத்தில் கார் ஒன்று வேகமாக செல்கின்றது,3.35,test
கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,ஓட்டப்பந்தய காரொன்று வளைவொன்றில் செல்கின்றது.,2.0,test
கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,கார் பந்தயத்தில் கார் சிறிய வளைவில் வேகமாக திரும்புகின்றது.,2.0,train
கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,கார் ஓட்டப்பந்தயத்தில் கார் ஒன்று வேகமாக செல்கின்றது,2.0,train
ஓட்டப்பந்தய காரொன்று வளைவொன்றில் செல்கின்றது.,ஓட்டப்பந்தய காரொன்று சிறிய வளைவொன்றில் செல்கின்றது.,4.5,train
ஓட்டப்பந்தய காரொன்று வளைவொன்றில் செல்கின்றது.,ஓட்டப்பந்தய காரொன்று வளைவொன்றில் செல்கின்றது.,5.0,test
ஓட்டப்பந்தய காரொன்று வளைவொன்றில் செல்கின்றது.,கார் பந்தயத்தில் கார் சிறிய வளைவில் வேகமாக திரும்புகின்றது.,3.0,train
ஓட்டப்பந்தய காரொன்று வளைவொன்றில் செல்கின்றது.,கார் ஓட்டப்பந்தயத்தில் கார் ஒன்று வேகமாக செல்கின்றது,2.0,train
கார் பந்தயத்தில் கார் சிறிய வளைவில் வேகமாக திரும்புகின்றது.,கார் ஓட்டப்பந்தயத்தில் கார் ஒன்று வேகமாக செல்கின்றது,1.35,train
கார் பந்தயத்தில் கார் சிறிய வளைவில் வேகமாக திரும்புகின்றது.,கார் பந்தயத்தில் கார் சிறிய வளைவில் வேகமாக திரும்புகின்றது.,5.0,test
ஓட்டப்பந்தயக்கார்கள் இரண்டு விபத்துக்குள்ளாகியுள்ளன.,கார் பந்தயத்தில் ஒரு போட்டியாளர் கீழே விழுகிறார்,2.0,test
போட்டியின்போது விபத்து நடந்துள்ளது,காரோட்டப்பந்தயமொன்றில் வீரரொருவர் வீழ்கின்றார்.,1.35,test
போட்டியின்போது விபத்து நடந்துள்ளது,விளையாட்டு வீரர்கள் விளையாட்டில் மும்முரமாக ஈடுபட்டுள்ளனர்.,0.0,train
போட்டியின்போது விபத்து நடந்துள்ளது,கார் பந்தயத்தில் ஒரு போட்டியாளர் கீழே விழுகிறார்,1.0,train
காரோட்டப்பந்தயமொன்றில் வீரரொருவர் வீழ்கின்றார்.,விளையாட்டு வீரர்கள் விளையாட்டில் மும்முரமாக ஈடுபட்டுள்ளனர்.,0.0,train
காரோட்டப்பந்தயமொன்றில் வீரரொருவர் வீழ்கின்றார்.,கார் பந்தயத்தில் ஒரு போட்டியாளர் கீழே விழுகிறார்,5.0,train
விளையாட்டு வீரர்கள் விளையாட்டில் மும்முரமாக ஈடுபட்டுள்ளனர்.,கார் பந்தயத்தில் ஒரு போட்டியாளர் கீழே விழுகிறார்,0.0,test
பனிச்சறுக்கு வீரரொருவர் பனிச்சறுக்கில் ஈடுபடுகின்றார்.,பனிச்சறுக்கலில் வீரர் சாகசம் செய்கிறார்,4.0,test
பனிச்சறுக்கு வீரரொருவர் பனிச்சறுக்கில் ஈடுபடுகின்றார்.,ஒருவர் பனிமலையில் சறுக்குகின்றார்.,3.35,train
பனிச்சறுக்கு வீரரொருவர் பனிச்சறுக்கில் ஈடுபடுகின்றார்.,பனி சறுக்கல் வீரர் பறந்து சாகசம் காட்டுகின்றார்.,2.35,train
பனிச்சறுக்கு வீரரொருவர் பனிச்சறுக்கில் ஈடுபடுகின்றார்.,பனி மலையில் சறுக்கியவண்ணம் ஒருவர் செல்கிறார்,4.35,train
பனிச்சறுக்கலில் வீரர் சாகசம் செய்கிறார்,ஒருவர் பனிமலையில் சறுக்குகின்றார்.,3.0,train
பனிச்சறுக்கலில் வீரர் சாகசம் செய்கிறார்,பனி சறுக்கல் வீரர் பறந்து சாகசம் காட்டுகின்றார்.,3.0,train
பனிச்சறுக்கலில் வீரர் சாகசம் செய்கிறார்,பனி மலையில் சறுக்கியவண்ணம் ஒருவர் செல்கிறார்,2.65,test
ஒருவர் பனிமலையில் சறுக்குகின்றார்.,பனி சறுக்கல் வீரர் பறந்து சாகசம் காட்டுகின்றார்.,2.65,test
ஒருவர் பனிமலையில் சறுக்குகின்றார்.,பனி மலையில் சறுக்கியவண்ணம் ஒருவர் செல்கிறார்,5.0,train
பனி சறுக்கல் வீரர் பறந்து சாகசம் காட்டுகின்றார்.,பனி மலையில் சறுக்கியவண்ணம் ஒருவர் செல்கிறார்,2.65,test
ஒருவர் மலையில் ஏறிக்கொண்டிருக்கின்றார்.,வீரர் ஒருவர் மலையில் ஏறுகின்றார்,5.0,test
ஒருவர் மலையில் ஏறிக்கொண்டிருக்கின்றார்.,ஒருவர் கயிற்றினைப்பிடித்தவாறு மலை ஏறுகின்றார்.,4.0,test
ஒருவர் மலையில் ஏறிக்கொண்டிருக்கின்றார்.,நபர் ஒருவர் உடலில் கயிறு கட்டி செங்குத்தான மலையில் ஏறுகின்றார்.,3.0,test
ஒருவர் மலையில் ஏறிக்கொண்டிருக்கின்றார்.,ஒருவர் கயிற்றை பிடித்தவண்ணம் மலையில் ஏறுகிறார்,4.0,test
வீரர் ஒருவர் மலையில் ஏறுகின்றார்,ஒருவர் கயிற்றினைப்பிடித்தவாறு மலை ஏறுகின்றார்.,4.0,test
வீரர் ஒருவர் மலையில் ஏறுகின்றார்,நபர் ஒருவர் உடலில் கயிறு கட்டி செங்குத்தான மலையில் ஏறுகின்றார்.,1.0,test
வீரர் ஒருவர் மலையில் ஏறுகின்றார்,ஒருவர் கயிற்றை பிடித்தவண்ணம் மலையில் ஏறுகிறார்,3.0,train
ஒருவர் கயிற்றினைப்பிடித்தவாறு மலை ஏறுகின்றார்.,நபர் ஒருவர் உடலில் கயிறு கட்டி செங்குத்தான மலையில் ஏறுகின்றார்.,5.0,train
ஒருவர் கயிற்றினைப்பிடித்தவாறு மலை ஏறுகின்றார்.,ஒருவர் கயிற்றை பிடித்தவண்ணம் மலையில் ஏறுகிறார்,5.0,train
நபர் ஒருவர் உடலில் கயிறு கட்டி செங்குத்தான மலையில் ஏறுகின்றார்.,ஒருவர் கயிற்றை பிடித்தவண்ணம் மலையில் ஏறுகிறார்,1.0,test
பூப்பந்தாட்ட வீராங்கனை ஒருவர் பூப்பந்தை அடிக்க முயலுகின்றார்.,வீரங்கனை விம்பிள்டன் விளையாடுகின்றார்,1.65,train
பூப்பந்தாட்ட வீராங்கனை ஒருவர் பூப்பந்தை அடிக்க முயலுகின்றார்.,பூப்பந்தாட்ட வீராங்கனை பந்தை அடிக்க எத்தனிக்கின்றார்.,3.65,train
பூப்பந்தாட்ட வீராங்கனை ஒருவர் பூப்பந்தை அடிக்க முயலுகின்றார்.,டென்னிஸ் வீராங்கனை பந்தை அடிக்க துடுப்பை ஓங்குகின்றார்.,2.35,train
பூப்பந்தாட்ட வீராங்கனை ஒருவர் பூப்பந்தை அடிக்க முயலுகின்றார்.,ஒரு வீராங்கனை பூ பந்தாட்ட போட்டியில் பூ பந்தை அடிக்க முயற்சிக்கின்றார்,2.65,train
வீரங்கனை விம்பிள்டன் விளையாடுகின்றார்,பூப்பந்தாட்ட வீராங்கனை பந்தை அடிக்க எத்தனிக்கின்றார்.,0.35,train
வீரங்கனை விம்பிள்டன் விளையாடுகின்றார்,டென்னிஸ் வீராங்கனை பந்தை அடிக்க துடுப்பை ஓங்குகின்றார்.,0.0,test
வீரங்கனை விம்பிள்டன் விளையாடுகின்றார்,ஒரு வீராங்கனை பூ பந்தாட்ட போட்டியில் பூ பந்தை அடிக்க முயற்சிக்கின்றார்,0.65,test
பூப்பந்தாட்ட வீராங்கனை பந்தை அடிக்க எத்தனிக்கின்றார்.,டென்னிஸ் வீராங்கனை பந்தை அடிக்க துடுப்பை ஓங்குகின்றார்.,3.65,train
பூப்பந்தாட்ட வீராங்கனை பந்தை அடிக்க எத்தனிக்கின்றார்.,ஒரு வீராங்கனை பூ பந்தாட்ட போட்டியில் பூ பந்தை அடிக்க முயற்சிக்கின்றார்,3.0,train
