example_id,model_name,model_short,model_type,layer,method,repr,pooling,D,tau,baseline_tau,abtt_tau,query_index,candidate_index,query_file_id,candidate_file_id,query_path,candidate_path,query_folder_id,candidate_folder_id,candidate_label,candidate_role,gold_similar,baseline_score,abtt_score,baseline_pred,abtt_pred,bucket,baseline_disagrees,baseline_margin,abtt_margin,baseline_margin_abs,abtt_margin_abs,bucket_slot,methods_available,query_source,top1_variants,variants_available
1503154,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,834,886,834,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.31v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.16/Brn425.57r.1.txt,,CNIC.325.16,CNIC.325.16,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503155,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,955,886,955,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.31v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CORL.511.12/BAV1341.54v.23.txt,,CORL.511.12,CORL.511.12,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1503156,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,1465,886,1465,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.31v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.32/BAV1341.7v.2.txt,,Can.apost.32,Can.apost.32,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503157,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,24,887,24,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.31v.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.2/Brn425.53r.1.txt,,CAGD.506.2,CAGD.506.2,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","abtt,sif_abtt"
1503158,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,461,887,461,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.31v.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHA.451.21/Brn425.32r.3.txt,,CCHA.451.21,CCHA.451.21,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503159,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,461,887,461,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.31v.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHA.451.21/Brn425.32r.3.txt,,CCHA.451.21,CCHA.451.21,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503160,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,1238,888,1238,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.638.11/BAV1341.82v.1.txt,,CTOL.638.11,CTOL.638.11,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","abtt,sif_abtt"
1503161,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,1238,888,1238,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.638.11/BAV1341.82v.1.txt,,CTOL.638.11,CTOL.638.11,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503162,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,1238,888,1238,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.638.11/BAV1341.82v.1.txt,,CTOL.638.11,CTOL.638.11,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503163,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,1105,889,1105,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.397.8/BAVPal575.4r.2.txt,,CTOL.397.8,CTOL.397.8,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","abtt,sif_abtt"
1503164,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,1315,889,1315,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CVAI.442.7/Brn425.31v.3.txt,,CVAI.442.7,CVAI.442.7,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503165,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,1315,889,1315,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CVAI.442.7/Brn425.31v.3.txt,,CVAI.442.7,CVAI.442.7,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503166,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,39,890,39,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32r.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.37/D1723.530.11.txt,,CAGD.506.37,CAGD.506.37,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503167,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,38,890,38,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32r.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.37/Brn425.27v.2.txt,,CAGD.506.37,CAGD.506.37,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503168,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,676,890,676,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32r.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CLAO.300.58/Brn425.44r.1.txt,,CLAO.300.58,CLAO.300.58,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1503169,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,1078,890,1078,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32r.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.397.15/BAV1341.62v.8.txt,,CTOL.397.15,CTOL.397.15,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1503170,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,484,891,484,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32r.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHA.451.9/Brn425.33v.2.txt,,CCHA.451.9,CCHA.451.9,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503171,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,551,891,551,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32r.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.18/KoeD213.30v.3.txt,,CGAN.355.18,CGAN.355.18,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1503172,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,1123,891,1123,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32r.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.589.13/BAV1341.69v.5.txt,,CTOL.589.13,CTOL.589.13,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1503173,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,1298,891,1298,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32r.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTUR.439.5/BAV1341.48r.3.txt,,CTUR.439.5,CTUR.439.5,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503174,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,242,892,242,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.12/C1525.28v.4.txt,,CANT.328.12,CANT.328.12,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1503175,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,1315,892,1315,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CVAI.442.7/Brn425.31v.3.txt,,CVAI.442.7,CVAI.442.7,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1503176,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,1466,892,1466,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.32/C1525.6r.7.txt,,Can.apost.32,Can.apost.32,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503177,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,1465,892,1465,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.32/BAV1341.7v.2.txt,,Can.apost.32,Can.apost.32,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503178,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,60,893,60,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.52/Brn425.64v.5.txt,,CAGD.506.52,CAGD.506.52,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503179,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,60,893,60,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.52/Brn425.64v.5.txt,,CAGD.506.52,CAGD.506.52,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503180,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,1315,893,1315,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CVAI.442.7/Brn425.31v.3.txt,,CVAI.442.7,CVAI.442.7,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","abtt,sif_abtt"
1503181,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,1168,894,1168,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.633.31/BAV1341.75r.4.txt,,CTOL.633.31,CTOL.633.31,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","abtt,sif_abtt"
1503182,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,1168,894,1168,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.633.31/BAV1341.75r.4.txt,,CTOL.633.31,CTOL.633.31,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503183,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,1168,894,1168,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.32v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.633.31/BAV1341.75r.4.txt,,CTOL.633.31,CTOL.633.31,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503184,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,236,895,236,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.33r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.11/Brn425.35r.1.txt,,CANT.328.11,CANT.328.11,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503185,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,236,895,236,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.33r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.11/Brn425.35r.1.txt,,CANT.328.11,CANT.328.11,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503186,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,1055,895,1055,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.33r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CSAR.347.3/BN1454.49v.3.txt,,CSAR.347.3,CSAR.347.3,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","abtt,sif_abtt"
1503187,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,1056,896,1056,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.33r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CSAR.347.4/BN1454.49v.4.txt,,CSAR.347.4,CSAR.347.4,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","abtt,sif_abtt"
1503188,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,1056,896,1056,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.33r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CSAR.347.4/BN1454.49v.4.txt,,CSAR.347.4,CSAR.347.4,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503189,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,1056,896,1056,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.33r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CSAR.347.4/BN1454.49v.4.txt,,CSAR.347.4,CSAR.347.4,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503190,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,321,897,321,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.33r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.6/Brn425.34v.5.txt,,CANT.328.6,CANT.328.6,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503191,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,1047,897,1047,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.33r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CSAR.347.16/BN1454.52r.1.txt,,CSAR.347.16,CSAR.347.16,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","abtt,sif_abtt"
1503192,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,1047,897,1047,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.33r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CSAR.347.16/BN1454.52r.1.txt,,CSAR.347.16,CSAR.347.16,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503193,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,1048,898,1048,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.33v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CSAR.347.17/BN1454.52r.2.txt,,CSAR.347.17,CSAR.347.17,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","abtt,sif_abtt"
1503194,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,1048,898,1048,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.33v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CSAR.347.17/BN1454.52r.2.txt,,CSAR.347.17,CSAR.347.17,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503195,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,1048,898,1048,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.33v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CSAR.347.17/BN1454.52r.2.txt,,CSAR.347.17,CSAR.347.17,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503196,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,320,899,320,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.34r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.6/BAV1341.17r.4.txt,,CANT.328.6,CANT.328.6,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503197,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,816,899,816,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.34r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.13/Brn425.15v.4.txt,,CNIC.325.13,CNIC.325.13,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","abtt,sif_abtt"
1503198,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,887,899,887,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.34r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.5/C1525.11v.2.txt,,CNIC.325.5,CNIC.325.5,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503199,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,29,900,29,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.34r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.26/Brn425.53v.1.txt,,CAGD.506.26,CAGD.506.26,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503200,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,64,900,64,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.34r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.55/D1723.555.9.txt,,CAGD.506.55,CAGD.506.55,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503201,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,637,900,637,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.34r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CHIP.393.9/BN1454.54r.2.txt,,CHIP.393.9,CHIP.393.9,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1503202,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,863,900,863,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.34r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.2/KoeD213.11v.1.txt,,CNIC.325.2,CNIC.325.2,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1503203,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,1261,901,1261,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.34r.3.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.653.13  (excerpta canonum cap. 13)  Martinez Diez, vol. 5, pp. 475-476; text modified in W/WlfH1062.14v.1.txt",,"CTOL.653.13  (excerpta canonum cap. 13)  Martinez Diez, vol. 5, pp. 475-476; text modified in W","CTOL.653.13  (excerpta canonum cap. 13)  Martinez Diez, vol. 5, pp. 475-476; text modified in W",pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1503204,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,1416,901,1416,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.34r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.23/C1525.5v.7.txt,,Can.apost.23,Can.apost.23,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1503205,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,1446,901,1446,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.34r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.29/C1525.6r.4.txt,,Can.apost.29,Can.apost.29,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503206,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,1446,901,1446,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.34r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.29/C1525.6r.4.txt,,Can.apost.29,Can.apost.29,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503207,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,253,902,253,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.34r.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.15/BAV1341.17v.5.txt,,CANT.328.15,CANT.328.15,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1503208,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,637,902,637,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.34r.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CHIP.393.9/BN1454.54r.2.txt,,CHIP.393.9,CHIP.393.9,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
