language,sentence_1,sentence_2,similarity,rouge_l,bleu_1
serbian,"Sličnost popularnog karaktera britanskog komičara Rouena Etkinsona, koji tumači lik Mister Bina, i španskog premijera Hosea Luisa Sapatera predmet je jedne od glavnih političkih šala u Španiji prethodnih godina.","Mandat predsedavajućeg EU počeo je za Španiju donekle malerozno nakon što je nepoznati haker, očigledno veliki poštovalac komičnog lika komičara mister Bina, upao na zvanični vebsajt Unije, pa se fotografija antijunaka Rouana Atkinsona pojavila na pretraživaču sajta umesto Hose Luisa Sapatera, španskog premijera.",0.8,0.1111111111111111,0.20689655172413793
serbian,"Administrativni odbor Skupštine Srbije razmatraće na današnjoj sednici odluku o korišćenju službenih automobila i izmene odluke o reprezentaciji, kao delovima mera za smanjenje troškova parlamenta, izjavio je Tanjugu predsednik Odbora Nenad Konstantinović.","Poslanici Skupštine Srbije u 2009. godini na putovanja su potrošili ukupno 137,2 miliona dinara, što je za 1,2 miliona manje nego u 2008, navedeno je u Izveštaju o izvršnim rashodima za rad parlamenta koji je u ponedeljak predstavljen na sednici Administrativnog odbora.",0.6,0.16216216216216214,0.21875
serbian,Vlada Srbije preporučila je Republičkom zavodu za zdravstveno osiguranje da obustavi dalju nabavku vakcina protiv novog gripa.,Vlada Srbije donela je odluku da se obustavi uvoz vakcina protiv novog gripa.,2.6,0.5999999999999999,0.5294117647058824
serbian,„Dečak sa krčagom” sa Čukur česme i golubovi iz fontane „Buđenje” pronađeni u džakovima.,"Nakon krađe biste dečaka sa Čukur-česme i bronzanih golubova sa fontane ""Buđenje"", na meti vandala našao se i spomenik Nikoli Tesli.",1.4,0.17142857142857143,0.2857142857142857
serbian,"Najmanje 11 osoba je poginulo i nekoliko desetina je povređeno u napadu snaga lojalnih libijskom lideru Muameru Gadafiju u Misrati, istočno od Tripolija, javio je France press, pozivajući se na izjavu jednog od portparola pobunjenika u Misrati.","Najmanje 40 osoba je poginulo i više od 300 povređeno u napadu snaga lojalnih libijskom lideru Moameru Gadafiju na grad Misrata, na istoku Libije, saopštili su u ponedeljak bolnički izvori i portparoli pobunjenika.",2.6,0.42857142857142855,0.43243243243243246
serbian,"Početak pregovora o prijemu Srbije u EU neće biti ugrožen zahtevom za priznanje Kosova, rekli su poslanici Hrišćansko-demokratske unije, partije premijerke Angele Merkel.","Srbija će u decembru dobiti Status kandidata za članstvo u EU, dok je početak pregovora o članstvu neizvestan i uslovljen de facto priznanjem Kosova, procenjuju nemački poslanici.",1.8,0.15999999999999998,0.2608695652173913
serbian,Ona je poručila da je Vlada Srbije spremna na vanredne parlamentarne izbore onog momenta kada u Skupštini ne bude mogla da obezbedi parlamentarnu većinu.,"Predsednica Skupštine Srbije Slavica Đukić-Dejanović ocenila je da u vladi nema političke krize, ali i da je ona spremna za nove izbore ako ne bude imala parlamentarnu većinu.",3.0,0.3461538461538462,0.5416666666666666
serbian,"Većina španskih kontrolora letenja se vratila na posao, nakon što je vlada proglasila stanje povišene pripravnosti, prvi put od ukidanja vojne uprave u zemlji.","Većina španskih kontrolora letenja vratila se na posao, a španski vazdušni prostor je ponovo otvoren za saobraćaj, nakon što je vlada uvela vanredne mere i zapretila da će sudski goniti one koji ne obustave štrajk.",2.6,0.3728813559322034,0.5
serbian,"Predsednica Helsinškog komiteta za ljudska prava u Beogradu Sonja Biserko u Press klubu Radija Slobodna Evropa kaže kako Deklaracija o Srebrenici mora ući u obrazovni sistem Srbije, te kako se i dalje nastavlja politika negiranja genocida u Srebrenici i demonizovanja Albanaca.","Deklaracija o Srebrenici, koju je usvojio srpski parlament, mora ući u obrazovni sistem Srbije, smatra predsednica Helsinškog odbora za ljudska prava u Beogradu Sonja Biserko.",3.0,0.27272727272727276,0.3902439024390244
serbian,"Ministarka pravde Snežana Malović izjavila je u sredu da će najveći deo reforme pravosuđa biti okončan do septembra, u punoj saradnji sa Evropskom komisijom (EK) i drugim međunarodnim organizacijama i pre podnošenja godišnjeg izveštaja EK o napretku Srbije.","Tokom prethodne tri godine evidentirano je 60 slučajeva međunarodne otmice dece, koja su odvedena iz Srbije ili dovedena u Srbiju, izjavila je danas ministarka Snežana Malović.",0.0,0.0625,0.13157894736842105
serbian,"U NATO postoji interes da se Srbija približi što je više moguće evroatlantskim tokovima, ali nikako ne uslovljava njen ulazak u Evropsku uniju priključenjem Alijansi, izjavio je večeras ambasador Češke u NATO Martin Povejšil.","Ambasador Češke pri NATO Martin Povejšil izjavio je da će Srbija moći da bira između niza instrumenata koje nudi program NATO ""Partnerstvo za mir"", čim NATO potvrdi Bezbednosni sporazum koji je sa Srbijom sklopio o zaštiti klasifikovanih informacija.",0.8,0.1111111111111111,0.29411764705882354
serbian,"Žuži i Mladenoviću, koji su uhapšeni zbog postojanja osnova sumnje da su izvršili krivično delo nasilničko ponašanje, određeno je zadržavanje do 48 sati, posle čega će biti privedeni dežurnom istražnom sudiji Osnovnog suda u Beogradu, saopštio je danas MUP Srbije.","Osumnjičenima Danilu Ž. (19) i Milošu M. (18) iz Beograda određeno je policijsko zadržavanje do 48 sati, nakon čega će biti privedeni dežurnom sudiji Osnovnog suda u Beogradu.",3.0,0.47058823529411764,0.4
serbian,"Nikad nisam razumeo zašto granice Kosova ne bi mogle da se promene, u cilju mira, i zašto bi to bilo gore od onoga što smo uradili granicama Srbije, izjavio stručnjak za Balkan Martin Slecinger.","Martin Slecinger, stručnjak za Balkan vašingtonskog ""Vudro Vilson centra"", izjavio je da ne razume moralne pridike oko toga zašto se granice Kosova, koje nikada nije bilo država, ne mogu menjati kako bi se postigao mir u regionu i upitao ""zašto bi to bilo gore od onoga što je urađeno granicama Srbije"".",3.2,0.3529411764705882,0.6176470588235294
serbian,"Bez slobodnog mandata nema slobodnog parlamenta, ističe Orlović.",On je istakao da bez slobodnog mandata nema slobodnog parlamenta.,3.8,0.5555555555555556,0.625
serbian,"Predsednik Srbije i lider DS-a Boris Tadić izjavio je da Srbiju čeka teška godina u kojoj treba rešavati strukturne probleme, i da vanredne parlamentarne izbore iniciraju oni koji su u prethodnim godinama stvorili probleme koje Vlada Srbije mora da rešava.",Predsednik Srbije Boris Tadić ocenio je u subotu da će 2010. godina biti izuzetno teška u ekonomskom smislu i da se poboljšanje životnog standarda građana može očekivati tek naredne godine.,1.4,0.28571428571428575,0.3
serbian,"Internacionalni festival aktuelne muzike Interzone počinje u četvrtak, 21. oktobra u Studiju M nastupima Irene Tomažin iz Slovenije i Mental Chamber Orchestra iz Holandije.","Međunarodni festival aktuelne muzike “Interzone” u Novom Sadu, nakon niza najavnih događaja, predstavlja u 11. izdanju, od 21. do 23. oktobra, umetnike iz Slovenije, Holandije, Mađarske, SAD i Srbije, uz radionice i tribinski program.",1.8,0.2413793103448276,0.3333333333333333
serbian,"Građani širom Srbije proslavili su doček Nove godine na gradskim trgovima, u restoranima i klubovima.","Građani Srbije i njihovi gosti nastupanje 2011. proslavili uz vatromet i muziku na gradskim trgovima, po veoma hladnom vremenu.",2.6,0.35294117647058826,0.4666666666666667
serbian,"Detonacije u fabrici ""Sloboda"" u Čačku su prestale, a požar je ugašen, izjavio je načelnik Sektora MUP-a za vanredne situacije Predrag Marić.","Tokom protekle noći čulo se više sporadičnih detonacija u fabrici Sloboda u Čačku, izjavio je jutros načelnik Sektora za vanredne situacije MUP-a Predrag Marić.",2.0,0.5217391304347826,0.5909090909090909
serbian,Izveštaj Ministarstva za Kosovo i Metohiju o radu u 2009. godini dostavljen je juče Skupštini Srbije.,"Ministarstvo za Kosovo i Metohiju dostavilo je juče Skupštini Srbije izveštaj o radu za 2009. godinu s finansijskim izveštajem i planom rada za ovu godinu, prenosi Beta.",3.2,0.3255813953488372,0.6875
serbian,"Tadić je novinarima posle susreta sa kancelarom Fajmanom rekao da Austrija iskreno podržava Srbiju na putu ka Evropskoj uniji i da od Srbije očekuje da ispuni osnovne, institucionalno ustanovljene uslove koji su predočeni na početku tog procesa.","Austrija podržava Srbiju na putu evropskih integracija i to bez novih, dodatnih uslova, saopšteno je tokom posete predsednika Srbije Borisa Tadića Beču.",2.8,0.23728813559322035,0.21621621621621623
serbian,Premijeri Srbije i Južne Koreje Mirko Cvetković i Čung Un-Čan dogovorili u Seulu intenzivniju ekonomsku saradnju dve zemlje.,"Premijeri Srbije i Južne Koreje, Mirko Cvetković i Čung Un-čan ocenili su Seulu da su korejske kompanije zainteresovane da ulažu u Srbiju.",1.2,0.5,0.6111111111111112
serbian,"Posle otkrivanja ""slučaja Rebrača"" policija istražuje poslovanje tri humanitarne nevladine organizacije na čijem čelu su poznate žene, a za koje se sumnja da su godinama vršile pronevere novca, saznaje ""Press"" u MUP-u Srbije.","Slučaj Katarine Rebrače, koja je preko svog “Fonda za borbu protiv raka dojke” proneverila 37 miliona dinara, probudio je sumnje u mnoge humanitarne nevladine organizacije, pa je policija počela da istražuje poslovanje tri ovakva fonda, na čijem su čelu poznate žene.",3.0,0.2162162162162162,0.42424242424242425
serbian,"Vlada Srbije trebalo bi da na sednici u četvrtak donese odluke koje će omogućiti rešavanje problema putarskih preduzeća ""Nibens grupe"".","Vlada Srbije trebalo bi da na sednici u četvrtak donese rešenja za Nibens grupu, ili će putari blokirati radove na severnom kraku koridora.",3.0,0.5116279069767442,0.55
serbian,"Kraljevo su posetili Aleksandar Šapić, pomoćnik gradonačelnika Beograda, i Slobodan Šolević, zamenik komandanta Gradskog štaba za vanredne situacije.","Grad Beograd uplatiće danas pet miliona dinara Kraljevu za otklanjanje posledice jakog zemljotresa, izjavio je zamenik gradonačelnika Beograda Aleksandar Šapić u zgradi kraljevačke opštine.",0.4,0.04761904761904762,0.2222222222222222
serbian,"Ratko Mladić u Srbiji ima dobru mrežu podrške i ne bi rizikovao da je napusti, uveren je glavni tužilac Haškog tribunala.","Glavni tužilac Haškog tribunala Serž Bramerc ponovio je danas pred poslanicima holandskog parlamenta da ""uslovljavanje i pritisak"" ostaju ključni za hapšenje optuženih begunaca, a naročito Ratka Mladića.",0.2,0.125,0.2857142857142857
serbian,"Predstavnici Vlade Republike Srbije i Sjedinjenih Američkih država (SAD) potpisali su danas dva sporazuma o pomoći našoj zemlji u iznosu od 18,8 miliona dolara za jačanje demokratskih institucija i za nove aktivnosti usmerene na podsticanje ekonomskog rasta.","Dva sporazuma o saradnji Srbije i SAD u podsticanju ekonomskog rasta i jačanja demokratskih institucija Srbije, vredna 18,8 miliona dolara, potpisana su danas u Beogradu.",4.0,0.1935483870967742,0.3783783783783784
serbian,"Više od polovine od 33 čileanska rudara zarobljena više od dva meseca u rudniku, izvučeno je na površinu.","Trideset trojica rudara, koji su bili zarobljeni dva meseca u urušenom rudniku u Čileu, izvučeni su iz jame na površinu.",2.6,0.2631578947368421,0.2777777777777778
serbian,"Sud u Londonu odlučio je da uz kauciju od 200 hiljada funti pusti na slobodu osnivača sajta ""Vikiliks"" Džulijana Asanža.","Britansko tužilaštvo će sutra podneti žalbu sudu u Londonu protiv odluke da se dozvoli puštanje na slobodu osnivača sajta ""Vikiliks"" Džulijana Asanža.",1.6,0.47619047619047616,0.5
serbian,"Vijetnamsko rukovodstvo potvrdilo da neće menjati stav o poštovanju suvereniteta i teritorijalnog integriteta Srbije, rekao šef srpske diplomatije Vuk Jeremić u Hanoju.","Šef srpske diplomatije Vuk Jeremić izjavio je da je u Hanoju, u razgovorima s najvišim rukovodstvom Vijetnama, potvrđeno da ta zemlja neće menjati stav o poštovanju suvereniteta i teritorijalnog integriteta Srbije.",4.6,0.3773584905660377,0.7272727272727273
serbian,Generalna skupština Ujedinjenih nacija usvojila je sinoć predlog Rezolucije o Kosovu koju je podnela Srbija uz podršku Evropske unije.,Generalna skupština Ujedinjenih nacija trebalo bi da se danas izjasni o rezoluciji o Kosovu i Metohiji koju su usaglasile Srbija i Evropska unija.,2.0,0.380952380952381,0.42105263157894735
serbian,"Viši sud u Šapcu čeka zvaničan zahtev pravosudnih organa Hrvatske za izručenje nekadašnjeg gradonačelnika Trebinja Božidara Vučurovića kako bi mogao da odluči da li će on biti izručen toj državi, izjavio je portparol tog suda Slobodan Velisavljević.","Ministarka pravde Snežana Malović izjavila je danas da očekuje da Hrvatska Srbiji uputi zahtev za izručenje ratnog gradonačelnika Trebinja Božidara Vučurevića, koji, kako je rekla, nema srpsko državljanstvo.",1.2,0.24615384615384617,0.2702702702702703
serbian,"U saopštenju REKOM-a podseća se da se, prema podacima Međunarodnog komiteta Crvenog krsta, nakon ratova u bivšoj Jugoslaviji još traga za 14.790 ljudi.","Međunarodni dan nestalih, 30. avgust, obeležava se sutra, a prema podacima Međunarodnog komiteta Crvenog krsta, nakon ratova u bivšoj Jugoslaviji još se traga za 14.790 ljudi.",3.0,0.693877551020408,0.7391304347826086
serbian,"Najbolja srpska teniserka Jelena Janković plasirala se sinoć u polufinale turnira u Indijan Velsu, pošto je savladala Ruskinju Alisu Klejbanovu sa 2:0 u setovima (6:4, 6:4) posle sat i 42 minuta igre.","Jelena Janković je uspešno prebrodila još jednu prepreku na Indijan Velsu i u četvrtfinalu savladala Ruskinju Alisu Klejbanovu sa 2:0 (6:4, 6:4), dok joj je u borbi za veliko finale sinoć na putu stajala Australijanka Samanta Stosur.",3.0,0.2898550724637681,0.46875
serbian,"Nekoliko osoba je lakše povređeno i troje ljudi privedeno, posle sukoba između hrvatskih poljoprivrednika, koji su blokirali saobraćaj, i policije.","Sedmog dana protesta hrvatskih poljoprivrednika, na području Slavonije je danas došlo do više sukoba seljaka i policije, u kojima je nekoliko osoba lakše povređeno, a tri su privedene.",3.0,0.16666666666666666,0.45
serbian,Ministar zdravlja Tomica Milosavljević izjavio je da neće podneti ostavku i da njega i Ministarstvo zdravlja do kraja mandata Vlade 2012. godine čeka mnogo posla.,"Posle sedam dana ćutanja, ministar zdravlja Tomica Milosavljević, konačno je saopštio da se neće povući sa funkcije i dodao da ga do kraja mandata 2012. godine čeka još mnogo posla.",3.6,0.5818181818181818,0.64
serbian,Samozvani komandant Garde cara Lazara Hadži Andrej Milić priveden je u policiju zbog pretnji učesnicima Parade ponosa i državnom vrhu.,"Samozvani komandant ""Garde svetog cara Lazara"" Hadži Andrej Milić uhapšen je juče i određeno mu je policijsko zadržavanje do 48 sati zbog pretnji učesnicima Parade ponosa, odnosno zbog sumnje da je podrivao ustavni poredak zemlje, rečeno je u MUP-u Srbije.",3.0,0.3666666666666667,0.65
serbian,"Tanjugu je iz više izvora preneto da je ""vrlo uticajni"" vladika tuzlanski ""jedna od veoma značajnih ličnosti koju ne treba prevideti"" u pripremama za izbor novog patrijarha i oko koga se ""duhovno okuplja grupa episkopa koja nastoji da ostvari većinu u Saboru i presudno utiče na izbor kandidata za poglavara SPC"".","U susret Svetom arhijerejskom saboru SPC, najavljenom za 22. januar, grupa episkopa oko vladike tuzlanskog Vasilija Kačavende nastoji ovih dana da obezbedi da vladika Kačavenda bude među tri kandidata od kojih će jedan žrebom biti izabran za patrijarha, navode dobro upućeni u zbivanja u banjalučkoj eparhiji, prenosi Tanjug.",1.8,0.16161616161616163,0.27450980392156865
serbian,Predsednik Srbije Boris Tadić rekao je danas da veruje da će haški begunci Ratko Mladić i Goran Hadžić ukoliko su u Srbiji biti uhapšeni u dogledno vreme.,"Predsjednik Srbije Boris Tadić rekao je da vjeruje da će Ratko Mladić i Goran Hadžić, ako su na teritoriji Srbije, biti uhapšeni u dogledno vrijeme u narednom periodu, ali da ne može da govori kada.",3.4,0.5483870967741936,0.6666666666666666
serbian,"Lider SNS Tomislav Nikolić uspeo je da s poslaničkom platom od 115.000 dinara podigne kredit od 200.000 evra, što spada u domen naučne fantastike.",Lideru naprednjaka Tomislavu Nikoliću pošlo je za rukom da s poslaničkom platom od 115.000 dinara podigne kredit od 200.000 evra.,3.4,0.5454545454545454,0.5
serbian,Ambasador Republike Kine u Beogradu Vei Đinhua izjavio je danas da će Kina i posle savetodavnog mišljenja Međunarodnog suda pravde (MSP) o nezavisnosti Kosova i dalje nastaviti da podržava i poštuje suverenitet i teritorijalni integritet Srbije.,Kineski ambasador u Beogradu Vei Đinhua ocenio je danas da mišljenje Međunarodnog suda pravde u Hagu nije prepreka za dalje pregovore Beograda i Prištine da bi se došlo do adekvatnog rešenja za pitanje Kosova.,1.2,0.3714285714285714,0.3888888888888889
serbian,"U poslednjem meču devetog kola, Igokea u Laktašima savladala Zagrepčane (76:62), u njihovom prvom međusobnom okršaju.","U poslednjem meču 9. kola NLB lige Igokea je u Laktašima neočekivano savladala Cibonu 76:62 (26:13, 16:17, 15:19, 19:13).",3.2,0.39999999999999997,0.4375
serbian,"Ministar unutrašnjih poslova Ivica Dačić izjavio je danas da će član turskog, odnosno kurdskog Hezbolaha Ajdan Tamak, koji je uhapšen na graničnom prelazu Horgoš biti izručen Turskoj, ukoliko ona to zatraži.","Ministar unutrašnjih poslova Ivica Dačić izjavio je u nedelju u Beogradu da će pripadnik turskog, odnosno kurdskog Hezbolaha Ajdan Tamak, po završetku kriminalističke obrade ući u ekstradicioni postupak.",2.6,0.5084745762711865,0.4838709677419355
serbian,"Nastavak ili novi udar svetske ekonomske krize koji je već pogodio Ameriku, a trese i neke države po Evropi, mogao bi potpuno da uništi srpsku ekonomiju, kažu ekonomski stručnjaci za Press.","Nastavak ili novi udar svetske ekonomske krize koji je već pogodio Ameriku, a trese i Evropu, mogao bi potpuno da uništi srpsku ekonomiju, kažu ekonomisti.",3.8,0.8214285714285714,0.7419354838709677
serbian,Prvi Osnovni sud u Beogradu danas je obustavio zbog zastarelosti postupak protiv 23 od ukupno 28 optuženih za ometanje hapšenja bivšeg predsednika SRJ Slobodana Miloševića u noći između 30. i 31. marta 2001. godine.,"Prvi osnovni sud u Beogradu obustavio je krivični postupak protiv 23 optužena za ometanje hapšenja nekadašnjeg predsednika SRJ Slobodana Miloševića u Vili ""Mir"" 2001. zbog nastupanja apsolutne zastarelosti krivičnog gonjenja, rečeno je u tom sudu.",3.4,0.5217391304347826,0.6176470588235294
serbian,Predsednik Srbije Boris Tadić razgovaraće danas u sedištu Ujedinjenih nacija u Njujorku sa generalnim sekretarom svetske organizacije Ban Ki-munom.,"Saglasili smo se da će biti otvoren dijalog Beograda i Prištine, izjavio je juče u Njujorku predsednik Srbije Boris Tadić, posle razgovora sa generalnim sekretarom UN Ban Ki Munom.",1.2,0.2916666666666667,0.47368421052631576
serbian,"Ministar obrane Srbije Dragan Šutanovac izjavio je da će Srbija potpisati Sporazum o saradnji sa Kuvajtom u području obrane, u okviru posjete državne delegacije toj zemlji, 10. i 11. travnja, koju će predvoditi predsjednik Srbije Boris Tadić.","U okviru posete državne delegacije Kuvajtu, koju će predvoditi predsednik Srbije Boris Tadić, Srbija će potpisati sporazum o saradnji sa tom zemljom u oblasti odbrane, saopštio je ministar odbrane Dragan Šutanovac.",3.8,0.2647058823529412,0.5405405405405406
serbian,"Građanima Srbije će od početka sledeće godine pri prelazu administrativne linije s Kosovom biti neophodan pasoš, a ne samo lična karta kao što je sada slučaj, saznaje Danas u kabinetu premijera Hašima Tačija.",Savetnik predsednika Vlade Kosova za bezbednosna pitanja Dukađin Gorani najavio je da će građanima Srbije od početka sledeće godine pri prelazu administrativne linije sa Kosovom biti neophodan pasoš.,3.4,0.4262295081967213,0.45454545454545453
serbian,"Uslov holandske vlade da kandidatura Srbije bude prosleđena Evropskoj komisiji je puna saradnja Srbije sa Haškim tribunalom, rekao je Stokvis novinarima u Kruševcu.",Ambasador Holandije u Srbiji Loran Stokvis izjavio je da je puna saradnja Srbije sa Hagom uslov za prosleđivanje kandidature Srbije Evropskoj komisiji.,3.8,0.2666666666666666,0.5217391304347826
serbian,Generalni direktor EMS-a Miloš Milanković je kazao da će posle izgradnje te trafostanice biti dostignuta tehnička sigurnost u snabdevanju centra Beograda električnom energijom.,"Snabdevanje Beograda električnom energijom nije i neće biti ugroženo u predstojećoj zimskoj sezoni, a grad ima i dovoljno gasa i mazuta za grejanje tokom zime, poručili su danas učesnici konferencije o snabdevanju glavnog grada energentima.",0.2,0.10344827586206898,0.21739130434782608
serbian,"Kancelarija bivše haške tužiteljke Karle del Ponte dala je nalog 2005. godine za uništavanje materijala haških istražitelja, prikupljenog u blizini Burela, u Albaniji, oko takozvane žute kuće, gde su vađeni organi zarobljenih Srba i drugih nealbanaca, izjavio je Frederik Svinen, savetnik glavnog tužioca Haškog tribunala Serža Bramerca.",Savetnik glavnog tužioca Haškog tribunala Frederik Svinen izjavio je danas da su materijali prikupljeni tokom istraživanja trgovine ljudskim organima otetih na Kosovu uništeni 2005. godine jer je Tužilaštvo ocenilo da ne može da ih koristi kao dokaze.,2.8,0.11904761904761907,0.2553191489361702
serbian,Vlasnici kamiona u Grčkoj saopštili su da završavaju sedmodnevni štrajk i počinju pregovore s vladom.,Vlasnici kamiona u Grčkoj prekinuli su sinoć sedmodnevni štrajk i počinju pregovore s Vladom.,4.0,0.8275862068965518,0.8
serbian,"Jedan zaposleni u fabrici kompanije ""ABB grupa"", u američkom gradu Sent Luisu, ubio je u oružanom napadu troje, a ranio pet svojih kolega.","Jedan zaposleni u fabrici multinacionalne kompanije ABB grupa u američkom gradu Sent Luisu ubio je danas u oružanom napadu troje, a ranio pet ljudi u tom postrojenju, saopštile su vlasti.",4.0,0.6792452830188679,0.782608695652174
serbian,"Veroljub Dugalić, generalni sekretar Udruženja banaka Srbije, o zaduživanju građana, zamkama kredita i poslovanju bankara: Sa prosečnom platom od 320 evra, svaka rata je velika.","Građani Srbije duguju bankama, u proseku, 650 evra - 560 evra u kreditima i 90 evra u čekovima i karticama, izjavio je generalni sekretar Udruženja banaka Srbije Veroljub Dugalić.",1.2,0.14814814814814817,0.28
serbian,Predsednik Međunarodnog suda pravde Hisaši Ovada saopštio je da deklaracija o jednostranom proglašenju nezavisnosti Kosova nije protivna međunarodnom pravu.,"Deklaracija o nezavisnosti nije kršenje međunarodnog prava, Rezolucije 1244 ili Ustavnog okvira, mišljenje je Međunarodnog suda pravde.",2.6,0.2222222222222222,0.3684210526315789
serbian,Srpski ministar spoljnih poslova Vuk Jeremić izjavio je danas da je pred Srbijom težak diplomatski zadatak da spreči da se kulturno nasleđe Srpske pravoslavne crkve na Kosovu i Metohiji preimenuje u kosovsko.,"Ministar spoljnih poslova Vuk Jeremić izjavio je danas, na Trećem forumu alijanse civilizacija UN u Rio de Žaneiru da interkulturalni dijalog za Srbiju predstavlja prioritet i da je pomirenje jedini način da se razbije krug mržnje i nasilja koji pogađa ovaj region.",0.2,0.3243243243243243,0.46875
serbian,"Nekadašnji sekretar direkcije JUL-a Ivan Marković, odlukom suda koja je konačna, platiće 120.000 dinara članu Otpora iz Požarevca Nebojši Sokoloviću.",Nekadašnji funkcioner Jugoslovenske levice (JUL) Ivan Marković konačnom odlukom suda moraće da plati 120.000 dinara članu Otpora iz Požarevca Nebojši Sokoloviću.,4.2,0.5853658536585366,0.6
serbian,"Kako su objasnili u policiji, Predrag Novaković, vozač u Ministarstvu za dijasporu, ubio je Milana Medojevića, zamenika načelnika Odeljenja za zajedničke poslove u prethodnoj vladi, a potom i sebe.","Predrag Novaković, vozač državnog sekretara za dijasporu, ubio je u „audiju"" Vlade Srbije bivšeg šefa Milana Medojevića, pa izvršio samoubistvo.",3.0,0.3673469387755102,0.3448275862068966
serbian,"Gradonačelnik Beograda Dragan Đilas, pomoćnik gradonačelnika Aleksandar Šapić, član Gradskog veća Miroslav Čučković i predsednik opštine Surčin Vojislav Janošević obišli su danas završenu surčinsku petlju i Nautičko selo „Biser"" u Boljevcima.","Gradonačelnik Beograda Dragan Đilas i član Gradskog veća Miroslav Čučković obišli su novoizgrađenu petlju ""Surčin"" u industrijskoj zoni Surčin - Dobanovci, koja je povezala opštinu Surčin sa obilaznicom oko Beograda.",2.8,0.39344262295081966,0.45161290322580644
serbian,Ministar ekonomije Srbije Mlađan Dinkić izjavio je danas da su se članice CEFTA sporazuma dogovorile da rade na stvaranju zajedničkog regionalnog investicionog tržišta.,"Potpredsednik Vlade i ministar ekonomije Srbije Mlađan Dinkić izjavio je danas da je na sastanku Zajedničkog komiteta CEFTA dogovoreno da se radi na stvaranju zajedničkog investicionog tržišta, kako bi se poboljšao imidž regiona i privukli investitori.",3.2,0.5084745762711865,0.6956521739130435
serbian,"Ban je u izveštaju, u koji je Tanjug imao uvid, naveo da je UNMIK spreman da u potpunosti podrži istragu o trgovini ljudskim organima na Kosovu i istovremeno izrazio očekivanje da će se u narednom periodu napredovati ka otvaranju dijaloga Beograda i Prištine.","U najnovijem izveštaju Ban Kimuna, o kome će SB UN raspravljati 16. februara, navodi se da je UNMIK spreman da podrži istragu o trgovini organima na Kosovu i da se očekuje napredak ka otvaranju dijaloga Beograda i Prištine.",3.4,0.5432098765432098,0.5581395348837209
serbian,Bivšem gradonačelniku Beograda Nenadu Bogdanoviću u ponedeljak je održan trogodišnji pomen u Aleji zaslužnih građana na Novom groblju u Beogradu.,"Na Novom groblju, u Aleji zaslužnih građana, juče je održan pomen povodom tri godine od smrti gradonačelnika Beograda Nenada Bogdanovića.",4.4,0.20000000000000004,0.45
serbian,"Specijalni sud u Bijelom Polju produžio je danas pritvor mlađem od braće Šarić, optuženih za međunarodni šverc kokaina.","Specijalni sud u Bijelom Polju produžio je za još mesec dana pritvor Dušku Šariću, mlađem bratu odbeglog Darka Šarića.",3.2,0.4864864864864865,0.5555555555555556
serbian,"Posebno su bili pogođeni vozači u Bulevaru kralja Aleksandra i Radničkoj ulici, dok neke trolejbuske linije voze skraćeno, rečeno je u ""Žutom taksiju"" i GSP-u.","Trolejbusi vozili skraćeno, a najveći kolaps je bio u Bulevaru kralja Aleksandra i na Slaviji.",2.8,0.25,0.28
serbian,Policija potvrdila da je na granici sa Hrvatskom uhapšen Miloš Simović koji je upućen na odsluženje zatvorske kazne u požarevački zatvor Zabela.,"Miloš Simović prebačen je danas u Zabelu u sedmi paviljon na odsluženje zatvorske kazne, rečeno je agenciji Beta u Upravi za izvršenje zavodskih sankcija.",2.8,0.30434782608695654,0.36363636363636365
serbian,Državna kineska televizija je danas javila da je posle više od nedelju dana devet radnika spaseno iz poplavljenog ugljenokopa.,"U ponedeljak je 105 rudara uspelo da izađe na površinu, a devet radnika spaseno je u noći između nedelje i ponedeljka iz poplavljenog ugljenokopa.",3.0,0.372093023255814,0.47368421052631576
serbian,"Tri ključne greške u periodu posle demokratskih promena jesu znatno povećanje javne potrošnje, „prijateljska"" privatizacija javnog sektora i neravnoteža loše politike kursa.","Prva je znatno povećanje javne potrošnje i nedosledna privatizacija javnog sektora, nabraja on.",1.6,0.2857142857142857,0.2727272727272727
serbian,"Hrvatska policija nije jutros dozvolila ulazak u Dubrovnik jahti ""Dijana"" u vlasništvu porodice najboljeg srpskog tenisera Novaka Đokovića zbog navodno pogrešnog prilaza teritorijalnim vodama Hrvatske.","Hrvatska policija nije dozvolila ulazak u Dubrovnik jahti ""Dijana"" u vlasništvu porodice najboljeg srpskog tenisera Novaka Đokovića, prenose mediji u Srbiji.",3.0,0.6956521739130435,0.64
serbian,"Predsednik Donjeg doma Parlamenta Kanade Piter Miliken koji boravi u poseti Srbiji, ambasador Kanade u Beogradu Džon Morison i poslanici DS-a položili vence na grob premijera Zorana Đinđića u Aleji velikana.",Predsednik Donjeg doma parlamenta Kanade Piter Miliken i ambasador Kanade u Beogradu Džon Morison položili su danas venac na grob ubijenog premijera Srbije Zorana Đinđića u Aleji velikana na Novom groblju.,3.6,0.6774193548387096,0.7096774193548387
serbian,"MUP Srbije saopštio je danas da će od nedelje, 14. februara, pojačano kontrolisati korišćenje sigurnosnih pojaseva u vozilima.","Saobraćajna policija će od nedelje, 14. februara, obavljati pojačanu kontrolu korišćenja sigurnosnih pojaseva u motornim vozilima, najavio je juče MUP.",4.0,0.4210526315789474,0.5
