sentence_1,sentence_2,similarity,split
පාපන්දු ක්‍රීඩකයන් දෙදෙනෙක් උඩ පැන පන්දුවට පහර දීමට සැරසෙයි,මිනිසුන් පා පන්දු  ක්‍රීඩාවේ යෙදී සිටියි,2.65,test
පාපන්දු ක්‍රීඩකයන් දෙදෙනෙක් උඩ පැන පන්දුවට පහර දීමට සැරසෙයි,ක්‍රීඩකයින් පිරිසක් පාපන්දු ක්‍රීඩාවේ යෙදී සිටිති,3.0,test
පිල් දෙකක පාපන්දු ක්‍රීඩකයෝ දෙදෙනෙක් එකිනෙකා සමඟ ගැටෙති,මිනිසුන් පා පන්දු  ක්‍රීඩාවේ යෙදී සිටියි,2.65,test
පිල් දෙකක පාපන්දු ක්‍රීඩකයෝ දෙදෙනෙක් එකිනෙකා සමඟ ගැටෙති,ක්‍රීඩකයින් පිරිසක් පාපන්දු ක්‍රීඩාවේ යෙදී සිටිති,3.0,test
මිනිසුන් පා පන්දු  ක්‍රීඩාවේ යෙදී සිටියි,ක්‍රීඩකයින් පිරිසක් පාපන්දු ක්‍රීඩාවේ යෙදී සිටිති,4.0,test
බල්ලෙක් කෝටුවක් රැගෙන හිම මත දුවයි,දුඹුරු සහ සුදු ලෝම සහිත සුනඛයෙක් හිම කන්දක ගමන් කරයි,3.35,train
බල්ලෙක් කෝටුවක් රැගෙන හිම මත දුවයි,කෝටු කෑල්ලක් රැගත් බල්ලෙක් හිම මත ඇවිද යයි,5.0,test
බල්ලෙක් කෝටුවක් රැගෙන හිම මත දුවයි,බල්ලකු කුඩා කොටුවක් කටින් ගෙන  හිම මතින්  දුවයි ,4.65,test
බල්ලෙක් කෝටුවක් රැගෙන හිම මත දුවයි,බල්ලෙකු හිම සහිත ස්ථානයක සෙල්ලම් කරමින් සිටියි,4.0,train
දුඹුරු සහ සුදු ලෝම සහිත සුනඛයෙක් හිම කන්දක ගමන් කරයි,කෝටු කෑල්ලක් රැගත් බල්ලෙක් හිම මත ඇවිද යයි,3.35,train
දුඹුරු සහ සුදු ලෝම සහිත සුනඛයෙක් හිම කන්දක ගමන් කරයි,බල්ලකු කුඩා කොටුවක් කටින් ගෙන  හිම මතින්  දුවයි ,3.35,train
දුඹුරු සහ සුදු ලෝම සහිත සුනඛයෙක් හිම කන්දක ගමන් කරයි,බල්ලෙකු හිම සහිත ස්ථානයක සෙල්ලම් කරමින් සිටියි,3.35,test
කෝටු කෑල්ලක් රැගත් බල්ලෙක් හිම මත ඇවිද යයි,බල්ලකු කුඩා කොටුවක් කටින් ගෙන  හිම මතින්  දුවයි ,4.35,train
කෝටු කෑල්ලක් රැගත් බල්ලෙක් හිම මත ඇවිද යයි,බල්ලෙකු හිම සහිත ස්ථානයක සෙල්ලම් කරමින් සිටියි,3.65,train
බල්ලකු කුඩා කොටුවක් කටින් ගෙන  හිම මතින්  දුවයි ,බල්ලෙකු හිම සහිත ස්ථානයක සෙල්ලම් කරමින් සිටියි,3.35,train
මිනිසෙකු පාපැදියක් පස් ගොඩක් මතින් ධාවනය කරයි,මිනිසෙක් තම යතුරු පැදිය බාධකයක් මතින් පන්නවයි,2.35,test
මිනිසෙකු පාපැදියක් පස් ගොඩක් මතින් ධාවනය කරයි,මිනිසෙක් එළිමහන් ප්‍රදේශයක බයිසිකල් වික්‍රමයන් පුහුණු වෙයි,3.35,train
මිනිසෙකු පාපැදියක් පස් ගොඩක් මතින් ධාවනය කරයි,මිනිසෙකු බයිසිකලයක් ආධාරයෙන් කරනම් ගසයි,2.65,test
මිනිසෙකු පාපැදියක් පස් ගොඩක් මතින් ධාවනය කරයි,තරුණයෙකු පාපැදියක් පස් ගොඩකට ඉහළින් ධාවනය කරයි,4.35,train
මිනිසෙක් තම යතුරු පැදිය බාධකයක් මතින් පන්නවයි,මිනිසෙක් එළිමහන් ප්‍රදේශයක බයිසිකල් වික්‍රමයන් පුහුණු වෙයි,3.35,test
මිනිසෙක් තම යතුරු පැදිය බාධකයක් මතින් පන්නවයි,මිනිසෙකු බයිසිකලයක් ආධාරයෙන් කරනම් ගසයි,3.0,test
මිනිසෙක් තම යතුරු පැදිය බාධකයක් මතින් පන්නවයි,තරුණයෙකු පාපැදියක් පස් ගොඩකට ඉහළින් ධාවනය කරයි,3.0,train
මිනිසෙක් එළිමහන් ප්‍රදේශයක බයිසිකල් වික්‍රමයන් පුහුණු වෙයි,මිනිසෙකු බයිසිකලයක් ආධාරයෙන් කරනම් ගසයි,3.65,train
මිනිසෙක් එළිමහන් ප්‍රදේශයක බයිසිකල් වික්‍රමයන් පුහුණු වෙයි,තරුණයෙකු පාපැදියක් පස් ගොඩකට ඉහළින් ධාවනය කරයි,3.35,train
මිනිසෙකු බයිසිකලයක් ආධාරයෙන් කරනම් ගසයි,තරුණයෙකු පාපැදියක් පස් ගොඩකට ඉහළින් ධාවනය කරයි,2.65,test
ක්‍රීඩකයෙක් දැල වෙත පන්දුව යොමුකරයි,පාපන්දු ක්‍රීඩකයෙක් ගෝලයක් වාර්තා කිරීමේ අරමුණින් පන්දුවට පහර දෙයි,4.0,train
ක්‍රීඩකයෙක් දැල වෙත පන්දුව යොමුකරයි,පාපන්දු ක්‍රීඩකයෙක් පන්දුව දැලට දැමීමට සූදානම් වෙයි,4.65,test
ක්‍රීඩකයෙක් දැල වෙත පන්දුව යොමුකරයි,මිනිසුන් පා පන්දු  ක්‍රීඩාවේ යෙදී සිටියි,3.65,test
ක්‍රීඩකයෙක් දැල වෙත පන්දුව යොමුකරයි,ක්‍රීඩකයෙකු පාපන්දුවට පහරදෙන ආකාරය තවත් ක්‍රීඩකයින් පිරිසක් විසින් නිරීක්ෂණය කරති,2.65,train
පාපන්දු ක්‍රීඩකයෙක් ගෝලයක් වාර්තා කිරීමේ අරමුණින් පන්දුවට පහර දෙයි,පාපන්දු ක්‍රීඩකයෙක් පන්දුව දැලට දැමීමට සූදානම් වෙයි,4.65,train
පාපන්දු ක්‍රීඩකයෙක් ගෝලයක් වාර්තා කිරීමේ අරමුණින් පන්දුවට පහර දෙයි,මිනිසුන් පා පන්දු  ක්‍රීඩාවේ යෙදී සිටියි,3.35,train
පාපන්දු ක්‍රීඩකයෙක් ගෝලයක් වාර්තා කිරීමේ අරමුණින් පන්දුවට පහර දෙයි,ක්‍රීඩකයෙකු පාපන්දුවට පහරදෙන ආකාරය තවත් ක්‍රීඩකයින් පිරිසක් විසින් නිරීක්ෂණය කරති,3.0,test
පාපන්දු ක්‍රීඩකයෙක් පන්දුව දැලට දැමීමට සූදානම් වෙයි,මිනිසුන් පා පන්දු  ක්‍රීඩාවේ යෙදී සිටියි,3.0,test
පාපන්දු ක්‍රීඩකයෙක් පන්දුව දැලට දැමීමට සූදානම් වෙයි,ක්‍රීඩකයෙකු පාපන්දුවට පහරදෙන ආකාරය තවත් ක්‍රීඩකයින් පිරිසක් විසින් නිරීක්ෂණය කරති,3.0,test
මිනිසුන් පා පන්දු  ක්‍රීඩාවේ යෙදී සිටියි,ක්‍රීඩකයෙකු පාපන්දුවට පහරදෙන ආකාරය තවත් ක්‍රීඩකයින් පිරිසක් විසින් නිරීක්ෂණය කරති,3.0,train
ක්‍රීඩකයෙක් පිත්තක් රැගෙන දුවයි,හොකී ක්‍රීඩකයෙක් තම පිත්ත අතැතිව සිටියි,3.0,test
ක්‍රීඩකයෙක් පිත්තක් රැගෙන දුවයි,ක්‍රීඩකයෝ දෙදෙනෙක් හොකී තරඟයක නිරත වෙති,2.65,test
ක්‍රීඩකයෙක් පිත්තක් රැගෙන දුවයි,මිනිසුන් පිරිසක් දුවමින් ක්‍රීඩා කරයි ,3.0,test
ක්‍රීඩකයෙක් පිත්තක් රැගෙන දුවයි,ක්‍රීඩකයින් දෙදෙනෙකු කොළ පැහැති ක්‍රීඩා පිටියක දුවමින් සිටිති,2.65,test
හොකී ක්‍රීඩකයෙක් තම පිත්ත අතැතිව සිටියි,ක්‍රීඩකයෝ දෙදෙනෙක් හොකී තරඟයක නිරත වෙති,2.35,train
හොකී ක්‍රීඩකයෙක් තම පිත්ත අතැතිව සිටියි,මිනිසුන් පිරිසක් දුවමින් ක්‍රීඩා කරයි ,1.35,test
හොකී ක්‍රීඩකයෙක් තම පිත්ත අතැතිව සිටියි,ක්‍රීඩකයින් දෙදෙනෙකු කොළ පැහැති ක්‍රීඩා පිටියක දුවමින් සිටිති,2.35,train
ක්‍රීඩකයෝ දෙදෙනෙක් හොකී තරඟයක නිරත වෙති,මිනිසුන් පිරිසක් දුවමින් ක්‍රීඩා කරයි ,2.65,train
ක්‍රීඩකයෝ දෙදෙනෙක් හොකී තරඟයක නිරත වෙති,ක්‍රීඩකයින් දෙදෙනෙකු කොළ පැහැති ක්‍රීඩා පිටියක දුවමින් සිටිති,2.35,train
මිනිසුන් පිරිසක් දුවමින් ක්‍රීඩා කරයි ,ක්‍රීඩකයින් දෙදෙනෙකු කොළ පැහැති ක්‍රීඩා පිටියක දුවමින් සිටිති,2.65,train
පුද්ගලයන් රැසක්‌ ව්‍යායාම වල නිරත වෙයි,මිනිසුන් පිරිසක් ගෘහස්ත ක්‍රීඩාගාරයක් තුල යම් සටන් කලාවක යෙදෙයි,2.0,test
පුද්ගලයන් රැසක්‌ ව්‍යායාම වල නිරත වෙයි,සුදු කමිස ඇඳ ගත් මිනිසුන් කිහිප දෙනෙක් පුහුණු වීම් වල නිරත වන අතර ආසියානු ජාතික විනිශ්චයකරුවෙක් එදෙස බලා සිටියි,1.35,train
පුද්ගලයන් රැසක්‌ ව්‍යායාම වල නිරත වෙයි,මිනිසුන් පිරිසක් ව්‍යායාම කරමින් සිටියි ,5.0,test
පුද්ගලයන් රැසක්‌ ව්‍යායාම වල නිරත වෙයි,තරුණයන් පිරිසක් පුහුණු වන ආකාරය වෙනත් පුද්ගලයකු විසින් නිරීක්ෂණය කරයි,1.65,train
මිනිසුන් පිරිසක් ගෘහස්ත ක්‍රීඩාගාරයක් තුල යම් සටන් කලාවක යෙදෙයි,සුදු කමිස ඇඳ ගත් මිනිසුන් කිහිප දෙනෙක් පුහුණු වීම් වල නිරත වන අතර ආසියානු ජාතික විනිශ්චයකරුවෙක් එදෙස බලා සිටියි,2.0,train
මිනිසුන් පිරිසක් ගෘහස්ත ක්‍රීඩාගාරයක් තුල යම් සටන් කලාවක යෙදෙයි,මිනිසුන් පිරිසක් ව්‍යායාම කරමින් සිටියි ,1.65,test
මිනිසුන් පිරිසක් ගෘහස්ත ක්‍රීඩාගාරයක් තුල යම් සටන් කලාවක යෙදෙයි,තරුණයන් පිරිසක් පුහුණු වන ආකාරය වෙනත් පුද්ගලයකු විසින් නිරීක්ෂණය කරයි,1.65,test
සුදු කමිස ඇඳ ගත් මිනිසුන් කිහිප දෙනෙක් පුහුණු වීම් වල නිරත වන අතර ආසියානු ජාතික විනිශ්චයකරුවෙක් එදෙස බලා සිටියි,මිනිසුන් පිරිසක් ව්‍යායාම කරමින් සිටියි ,1.35,test
සුදු කමිස ඇඳ ගත් මිනිසුන් කිහිප දෙනෙක් පුහුණු වීම් වල නිරත වන අතර ආසියානු ජාතික විනිශ්චයකරුවෙක් එදෙස බලා සිටියි,තරුණයන් පිරිසක් පුහුණු වන ආකාරය වෙනත් පුද්ගලයකු විසින් නිරීක්ෂණය කරයි,3.0,test
මිනිසුන් පිරිසක් ව්‍යායාම කරමින් සිටියි ,තරුණයන් පිරිසක් පුහුණු වන ආකාරය වෙනත් පුද්ගලයකු විසින් නිරීක්ෂණය කරයි,2.0,test
නැව් තටාකයක පරණ නැවක් නවතා තිබේ,ගොඩනැගිල්ලක් අසල ඇති ජලාශයේ විශාල බෝට්ටුවක් නවත්වා ඇත,3.35,train
නැව් තටාකයක පරණ නැවක් නවතා තිබේ,ඇලක බෝට්ටුවක් නවත්වා ඇති අතර ඒ අසල සුදු හිස් වැස්මක් පැළඳ සිටින මිනිසෙකු දක්නට ලැබේ,3.35,test
නැව් තටාකයක පරණ නැවක් නවතා තිබේ,නැව් තොටුපලක පැරණි නැවක් නවතා ඇත ,4.65,test
නැව් තටාකයක පරණ නැවක් නවතා තිබේ,නිවසක් අසල කම්කරුවෙකු සිටගෙන සිටියි,0.65,test
ගොඩනැගිල්ලක් අසල ඇති ජලාශයේ විශාල බෝට්ටුවක් නවත්වා ඇත,ඇලක බෝට්ටුවක් නවත්වා ඇති අතර ඒ අසල සුදු හිස් වැස්මක් පැළඳ සිටින මිනිසෙකු දක්නට ලැබේ,2.65,test
ගොඩනැගිල්ලක් අසල ඇති ජලාශයේ විශාල බෝට්ටුවක් නවත්වා ඇත,නැව් තොටුපලක පැරණි නැවක් නවතා ඇත ,2.65,test
ගොඩනැගිල්ලක් අසල ඇති ජලාශයේ විශාල බෝට්ටුවක් නවත්වා ඇත,නිවසක් අසල කම්කරුවෙකු සිටගෙන සිටියි,0.65,train
ඇලක බෝට්ටුවක් නවත්වා ඇති අතර ඒ අසල සුදු හිස් වැස්මක් පැළඳ සිටින මිනිසෙකු දක්නට ලැබේ,නැව් තොටුපලක පැරණි නැවක් නවතා ඇත ,2.0,train
ඇලක බෝට්ටුවක් නවත්වා ඇති අතර ඒ අසල සුදු හිස් වැස්මක් පැළඳ සිටින මිනිසෙකු දක්නට ලැබේ,නිවසක් අසල කම්කරුවෙකු සිටගෙන සිටියි,1.0,test
නැව් තොටුපලක පැරණි නැවක් නවතා ඇත ,නිවසක් අසල කම්කරුවෙකු සිටගෙන සිටියි,0.0,test
පුද්ගලයෙක් මුහුදු රළ මත ලිස්සා යයි,මිනිසෙක් මුහුදේ රළ සමග ක්‍රීඩා කරයි,4.35,test
පුද්ගලයෙක් මුහුදු රළ මත ලිස්සා යයි,කලු පැහැති ඇඳුමක් ඇඳ සිටින මිනිසා මුහුදේ සර්ෆිං ක්‍රීඩාවේ නිරත වෙයි,4.0,train
පුද්ගලයෙක් මුහුදු රළ මත ලිස්සා යයි,මිනිසකු මුහුදු රළ පදියි,4.35,train
පුද්ගලයෙක් මුහුදු රළ මත ලිස්සා යයි,තරුණයෙක් මුහුදු රළ සමඟ ක්‍රීඩාවෙහි යෙදෙමින් සිටියි,4.35,test
මිනිසෙක් මුහුදේ රළ සමග ක්‍රීඩා කරයි,කලු පැහැති ඇඳුමක් ඇඳ සිටින මිනිසා මුහුදේ සර්ෆිං ක්‍රීඩාවේ නිරත වෙයි,3.65,test
මිනිසෙක් මුහුදේ රළ සමග ක්‍රීඩා කරයි,මිනිසකු මුහුදු රළ පදියි,5.0,train
මිනිසෙක් මුහුදේ රළ සමග ක්‍රීඩා කරයි,තරුණයෙක් මුහුදු රළ සමඟ ක්‍රීඩාවෙහි යෙදෙමින් සිටියි,4.0,train
කලු පැහැති ඇඳුමක් ඇඳ සිටින මිනිසා මුහුදේ සර්ෆිං ක්‍රීඩාවේ නිරත වෙයි,මිනිසකු මුහුදු රළ පදියි,3.65,test
කලු පැහැති ඇඳුමක් ඇඳ සිටින මිනිසා මුහුදේ සර්ෆිං ක්‍රීඩාවේ නිරත වෙයි,තරුණයෙක් මුහුදු රළ සමඟ ක්‍රීඩාවෙහි යෙදෙමින් සිටියි,3.35,train
මිනිසකු මුහුදු රළ පදියි,තරුණයෙක් මුහුදු රළ සමඟ ක්‍රීඩාවෙහි යෙදෙමින් සිටියි,3.65,test
මිනිසෙක් කැලෑවක පාපැදියක් ධාවනය කරයි,මිනිසෙක් කැලයක් මැදින් පාපැදියක් පදවාගෙන යයි,4.65,train
මිනිසෙක් කැලෑවක පාපැදියක් ධාවනය කරයි,වනයක් මැදින් පුද්ගලයෙක් මවුන්ටන් බයිසිකල් තරඟයක සහභාගි වෙයි ,4.35,train
මිනිසෙක් කැලෑවක පාපැදියක් ධාවනය කරයි,මිනිසෙකු පා පැදි තරඟයකට සහභාගී වෙයි,3.0,train
මිනිසෙක් කැලෑවක පාපැදියක් ධාවනය කරයි,පුද්ගලයෙකු පටු පාරක් ඔස්සේ පාපැදියක් ධාවනය කරයි,3.35,train
මිනිසෙක් කැලයක් මැදින් පාපැදියක් පදවාගෙන යයි,වනයක් මැදින් පුද්ගලයෙක් මවුන්ටන් බයිසිකල් තරඟයක සහභාගි වෙයි ,4.0,test
මිනිසෙක් කැලයක් මැදින් පාපැදියක් පදවාගෙන යයි,මිනිසෙකු පා පැදි තරඟයකට සහභාගී වෙයි,3.0,train
මිනිසෙක් කැලයක් මැදින් පාපැදියක් පදවාගෙන යයි,පුද්ගලයෙකු පටු පාරක් ඔස්සේ පාපැදියක් ධාවනය කරයි,3.0,train
වනයක් මැදින් පුද්ගලයෙක් මවුන්ටන් බයිසිකල් තරඟයක සහභාගි වෙයි ,මිනිසෙකු පා පැදි තරඟයකට සහභාගී වෙයි,4.0,train
වනයක් මැදින් පුද්ගලයෙක් මවුන්ටන් බයිසිකල් තරඟයක සහභාගි වෙයි ,පුද්ගලයෙකු පටු පාරක් ඔස්සේ පාපැදියක් ධාවනය කරයි,3.0,train
මිනිසෙකු පා පැදි තරඟයකට සහභාගී වෙයි,පුද්ගලයෙකු පටු පාරක් ඔස්සේ පාපැදියක් ධාවනය කරයි,3.0,train
පුදගලයෙක් ගිනි අවියකින් වෙඩි තියයි,මිනිසෙක් ගිනි අවියක් ක්‍රියාත්මක කරයි,4.65,test
පුදගලයෙක් ගිනි අවියකින් වෙඩි තියයි,කරුවල වේලාවක පිස්තෝලයකින් ආලෝකයක් පිටත් වන අයුරු රූපයෙන් දැක්වේ,3.65,test
පුදගලයෙක් ගිනි අවියකින් වෙඩි තියයි,මිනිසෙකු තුවක්කුවක් ආධාරයෙන් වෙඩි තබයි ,5.0,train
පුදගලයෙක් ගිනි අවියකින් වෙඩි තියයි,පුද්ගලයෙක් ගිනි අවියකින් වෙඩි තියන ආකාරය මෙම පින්තුරයෙන් දිස්වෙයි,2.65,train
මිනිසෙක් ගිනි අවියක් ක්‍රියාත්මක කරයි,කරුවල වේලාවක පිස්තෝලයකින් ආලෝකයක් පිටත් වන අයුරු රූපයෙන් දැක්වේ,3.35,train
මිනිසෙක් ගිනි අවියක් ක්‍රියාත්මක කරයි,මිනිසෙකු තුවක්කුවක් ආධාරයෙන් වෙඩි තබයි ,4.65,train
මිනිසෙක් ගිනි අවියක් ක්‍රියාත්මක කරයි,පුද්ගලයෙක් ගිනි අවියකින් වෙඩි තියන ආකාරය මෙම පින්තුරයෙන් දිස්වෙයි,3.0,train
කරුවල වේලාවක පිස්තෝලයකින් ආලෝකයක් පිටත් වන අයුරු රූපයෙන් දැක්වේ,මිනිසෙකු තුවක්කුවක් ආධාරයෙන් වෙඩි තබයි ,3.35,train
කරුවල වේලාවක පිස්තෝලයකින් ආලෝකයක් පිටත් වන අයුරු රූපයෙන් දැක්වේ,පුද්ගලයෙක් ගිනි අවියකින් වෙඩි තියන ආකාරය මෙම පින්තුරයෙන් දිස්වෙයි,3.35,train
මිනිසෙකු තුවක්කුවක් ආධාරයෙන් වෙඩි තබයි ,පුද්ගලයෙක් ගිනි අවියකින් වෙඩි තියන ආකාරය මෙම පින්තුරයෙන් දිස්වෙයි,3.0,train
පුද්ගලයන් කිහිප දෙනෙක් හිම මත ක්‍රීඩා කරයි,මිනිසුන් පිරිසක් හිම කන්දක් මැද හිම ක්‍රීඩා කරයි,3.65,train
පුද්ගලයන් කිහිප දෙනෙක් හිම මත ක්‍රීඩා කරයි,මිනිස්සු දෙදෙනෙක් හිමේ ස්කීං ක්‍රීඩාවේ නිරත වෙති,3.65,test
පුද්ගලයන් කිහිප දෙනෙක් හිම මත ක්‍රීඩා කරයි,මිනිසුන් හිම මත ලිස්සා යයි ,3.65,test
පුද්ගලයන් කිහිප දෙනෙක් හිම මත ක්‍රීඩා කරයි,තරුණයන් දෙදෙනකු හිම ක්‍රීඩාවක නියැලෙමින් සිටිති ,3.65,test
මිනිසුන් පිරිසක් හිම කන්දක් මැද හිම ක්‍රීඩා කරයි,මිනිස්සු දෙදෙනෙක් හිමේ ස්කීං ක්‍රීඩාවේ නිරත වෙති,3.35,test
මිනිසුන් පිරිසක් හිම කන්දක් මැද හිම ක්‍රීඩා කරයි,මිනිසුන් හිම මත ලිස්සා යයි ,4.0,test
මිනිසුන් පිරිසක් හිම කන්දක් මැද හිම ක්‍රීඩා කරයි,තරුණයන් දෙදෙනකු හිම ක්‍රීඩාවක නියැලෙමින් සිටිති ,3.0,train
මිනිස්සු දෙදෙනෙක් හිමේ ස්කීං ක්‍රීඩාවේ නිරත වෙති,මිනිසුන් හිම මත ලිස්සා යයි ,3.0,test
මිනිස්සු දෙදෙනෙක් හිමේ ස්කීං ක්‍රීඩාවේ නිරත වෙති,තරුණයන් දෙදෙනකු හිම ක්‍රීඩාවක නියැලෙමින් සිටිති ,3.35,test
මිනිසුන් හිම මත ලිස්සා යයි ,තරුණයන් දෙදෙනකු හිම ක්‍රීඩාවක නියැලෙමින් සිටිති ,3.35,train
පුද්ගලයෙක් ගලක් මතින් යතුරු පැදියක් ගෙනයයි,මිනිසෙක් තම යතුරු පැදියේ ඉදිරිපස රෝදය ඔසවාගෙන යතුරු පැදිය බාධකයක් මතින් පන්නයි,3.65,train
පුද්ගලයෙක් ගලක් මතින් යතුරු පැදියක් ගෙනයයි, පුද්ගලයෙක් මෝටර් ක්‍රොස් තරඟයක වික්‍රමයන් පෙන්වයි,3.65,train
පුද්ගලයෙක් ගලක් මතින් යතුරු පැදියක් ගෙනයයි,මිනිසෙකු යතුරු පැදියක තනි රෝදයකින් ගමන් කරයි ,3.0,train
පුද්ගලයෙක් ගලක් මතින් යතුරු පැදියක් ගෙනයයි,යතුරුපැදි ධාවකයකු විසින් යතුරුපැදියක් ගලක් මත සමබරව තබාගෙන සිටියි,3.65,test
මිනිසෙක් තම යතුරු පැදියේ ඉදිරිපස රෝදය ඔසවාගෙන යතුරු පැදිය බාධකයක් මතින් පන්නයි, පුද්ගලයෙක් මෝටර් ක්‍රොස් තරඟයක වික්‍රමයන් පෙන්වයි,3.65,test
මිනිසෙක් තම යතුරු පැදියේ ඉදිරිපස රෝදය ඔසවාගෙන යතුරු පැදිය බාධකයක් මතින් පන්නයි,මිනිසෙකු යතුරු පැදියක තනි රෝදයකින් ගමන් කරයි ,4.0,test
මිනිසෙක් තම යතුරු පැදියේ ඉදිරිපස රෝදය ඔසවාගෙන යතුරු පැදිය බාධකයක් මතින් පන්නයි,යතුරුපැදි ධාවකයකු විසින් යතුරුපැදියක් ගලක් මත සමබරව තබාගෙන සිටියි,2.65,train
 පුද්ගලයෙක් මෝටර් ක්‍රොස් තරඟයක වික්‍රමයන් පෙන්වයි,මිනිසෙකු යතුරු පැදියක තනි රෝදයකින් ගමන් කරයි ,4.35,train
 පුද්ගලයෙක් මෝටර් ක්‍රොස් තරඟයක වික්‍රමයන් පෙන්වයි,යතුරුපැදි ධාවකයකු විසින් යතුරුපැදියක් ගලක් මත සමබරව තබාගෙන සිටියි,4.35,train
මිනිසෙකු යතුරු පැදියක තනි රෝදයකින් ගමන් කරයි ,යතුරුපැදි ධාවකයකු විසින් යතුරුපැදියක් ගලක් මත සමබරව තබාගෙන සිටියි,3.0,train
පාපැදියක් පොළවට ඉහළින් ගමන් කරයි,මිනිසෙක් වන්නතරයක් තුල පාපැදියක් යොදාගෙන කරණම් ගසයි,3.0,train
පාපැදියක් පොළවට ඉහළින් ගමන් කරයි,පුද්ගලයෙක් එළිමහනේ මවුන්ටන් බයිසිකලයෙන් වික්‍රමයන් පෙන්වයි,3.0,train
පාපැදියක් පොළවට ඉහළින් ගමන් කරයි,මිනිසෙකු බයිසිකලයක් ආධාරයෙන් කරනම් ගසයි,3.0,train
පාපැදියක් පොළවට ඉහළින් ගමන් කරයි,පාපැදි ධාවකයෙකු විසින් පාපැදියක් උස් ස්ථානයක් ඔස්සේ වේගයෙන් ධාවනය කරමින් සිටියි,2.65,train
මිනිසෙක් වන්නතරයක් තුල පාපැදියක් යොදාගෙන කරණම් ගසයි,පුද්ගලයෙක් එළිමහනේ මවුන්ටන් බයිසිකලයෙන් වික්‍රමයන් පෙන්වයි,2.65,train
මිනිසෙක් වන්නතරයක් තුල පාපැදියක් යොදාගෙන කරණම් ගසයි,මිනිසෙකු බයිසිකලයක් ආධාරයෙන් කරනම් ගසයි,4.35,test
මිනිසෙක් වන්නතරයක් තුල පාපැදියක් යොදාගෙන කරණම් ගසයි,පාපැදි ධාවකයෙකු විසින් පාපැදියක් උස් ස්ථානයක් ඔස්සේ වේගයෙන් ධාවනය කරමින් සිටියි,3.0,train
පුද්ගලයෙක් එළිමහනේ මවුන්ටන් බයිසිකලයෙන් වික්‍රමයන් පෙන්වයි,මිනිසෙකු බයිසිකලයක් ආධාරයෙන් කරනම් ගසයි,3.65,test
පුද්ගලයෙක් එළිමහනේ මවුන්ටන් බයිසිකලයෙන් වික්‍රමයන් පෙන්වයි,පාපැදි ධාවකයෙකු විසින් පාපැදියක් උස් ස්ථානයක් ඔස්සේ වේගයෙන් ධාවනය කරමින් සිටියි,3.35,train
මිනිසෙකු බයිසිකලයක් ආධාරයෙන් කරනම් ගසයි,පාපැදි ධාවකයෙකු විසින් පාපැදියක් උස් ස්ථානයක් ඔස්සේ වේගයෙන් ධාවනය කරමින් සිටියි,2.65,test
මිනිසුන් කිහිපදෙනෙක් අසු පිටින් ගමන් කරයි,මිනිසුන් පිරිසක් මුහුදු වෙරළක අශ්වයන් පිට නැගී ගමන් කරයි,3.35,train
මිනිසුන් කිහිපදෙනෙක් අසු පිටින් ගමන් කරයි, වෙරළක් අසළ කණ්ඩායමක් තුරඟ තරඟයක නිරත වෙයි,3.35,test
මිනිසුන් කිහිපදෙනෙක් අසු පිටින් ගමන් කරයි,මිනිසුන් අශ්වයන් පැදීමේ තරගයකට සහභාගී වෙයි ,4.0,train
මිනිසුන් කිහිපදෙනෙක් අසු පිටින් ගමන් කරයි,පුද්ගලයන් හතර දෙනෙකු විසින් මුහුදු වෙරළක් අසල අශ්වයින් ධාවනයෙහි නිරත වෙමින් සිටිති,3.35,test
මිනිසුන් පිරිසක් මුහුදු වෙරළක අශ්වයන් පිට නැගී ගමන් කරයි, වෙරළක් අසළ කණ්ඩායමක් තුරඟ තරඟයක නිරත වෙයි,4.0,train
මිනිසුන් පිරිසක් මුහුදු වෙරළක අශ්වයන් පිට නැගී ගමන් කරයි,මිනිසුන් අශ්වයන් පැදීමේ තරගයකට සහභාගී වෙයි ,3.65,train
මිනිසුන් පිරිසක් මුහුදු වෙරළක අශ්වයන් පිට නැගී ගමන් කරයි,පුද්ගලයන් හතර දෙනෙකු විසින් මුහුදු වෙරළක් අසල අශ්වයින් ධාවනයෙහි නිරත වෙමින් සිටිති,4.65,train
 වෙරළක් අසළ කණ්ඩායමක් තුරඟ තරඟයක නිරත වෙයි,මිනිසුන් අශ්වයන් පැදීමේ තරගයකට සහභාගී වෙයි ,4.35,test
 වෙරළක් අසළ කණ්ඩායමක් තුරඟ තරඟයක නිරත වෙයි,පුද්ගලයන් හතර දෙනෙකු විසින් මුහුදු වෙරළක් අසල අශ්වයින් ධාවනයෙහි නිරත වෙමින් සිටිති,4.35,train
මිනිසුන් අශ්වයන් පැදීමේ තරගයකට සහභාගී වෙයි ,පුද්ගලයන් හතර දෙනෙකු විසින් මුහුදු වෙරළක් අසල අශ්වයින් ධාවනයෙහි නිරත වෙමින් සිටිති,4.35,test
මිනිසෙක් පොළවට ඉහළින් රැඳී සිටියි,මිනිසෙක් ස්කේට් බෝර්ඩ් එකක් සමග ක්‍රීඩා කරයි,2.35,train
මිනිසෙක් පොළවට ඉහළින් රැඳී සිටියි,නිල් කමිසයක් ඇඳ සිටින තරුණයා ස්කේටිං වික්‍රමයන් පුහුණු වෙයි,2.65,train
